tab 	measurements
citations	description	dir_csd	dir_dec	dir_inc	experiment	instrument_codes	location	magic_software_packages	magn_moment	measurement	measurement_positions	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_standard	measurement_temp	method_codes	number	quality	specimen	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_temp
This study		0.9	350.5	-4.4	AP4-4a:LP-DIR-T	hargrave 2016-05-12 14:58:29	Agate Point	pmagpy-3.4.1	1.88e-06	AP4-4a:LP-DIR-T12	1	1.14e-08	1.65e-08	2.27e-08	u	273	LT-T-Z:LP-DIR-T	12	g	AP4-4a	0	0	0	-90	823
This study		1.0	352.1	-3.0	AP4-4a:LP-DIR-T	hargrave 2016-05-16 12:37:44	Agate Point	pmagpy-3.4.1	1.45e-06	AP4-4a:LP-DIR-T13	1	7.94e-09	1.66e-08	1.78e-08	u	273	LT-T-Z:LP-DIR-T	13	g	AP4-4a	0	0	0	-90	833
This study		1.4	353.9	-4.7	AP4-4a:LP-DIR-T	hargrave 2016-05-16 18:37:06	Agate Point	pmagpy-3.4.1	1.39e-06	AP4-4a:LP-DIR-T14	1	8.120000000000001e-09	2.84e-08	1.71e-08	u	273	LT-T-Z:LP-DIR-T	14	g	AP4-4a	0	0	0	-90	843
This study		1.6	352.6	-7.0	AP4-4a:LP-DIR-T	hargrave 2016-05-17 14:56:50	Agate Point	pmagpy-3.4.1	1.33e-06	AP4-4a:LP-DIR-T15	1	9.309999999999999e-09	3.3599999999999996e-08	1.6100000000000002e-08	u	273	LT-T-Z:LP-DIR-T	15	g	AP4-4a	0	0	0	-90	848
This study		1.0	354.5	-7.2	AP4-4a:LP-DIR-T	hargrave 2016-05-18 11:48:41	Agate Point	pmagpy-3.4.1	1.27e-06	AP4-4a:LP-DIR-T16	1	8e-09	1.42e-08	1.66e-08	u	273	LT-T-Z:LP-DIR-T	16	g	AP4-4a	0	0	0	-90	853
This study		2.6	339.1	5.0	AP4-5a:LP-DIR-T	hargrave 2016-04-08 17:03:47	Agate Point	pmagpy-3.4.1	1.22e-05	AP4-5a:LP-DIR-T1	1	1.7699999999999998e-07	5.21e-07	9.71e-08	u	273	LT-NO:LP-DIR-T	1	g	AP4-5a	0	0	0	-90	273
This study		0.6	340.2	4.0	AP4-5a:LP-DIR-T	hargrave 2016-04-11 17:24:44	Agate Point	pmagpy-3.4.1	1.21e-05	AP4-5a:LP-DIR-T2	1	4.3899999999999996e-08	9.12e-08	9.48e-08	u	273	LT-LT-Z:LP-DIR-T	2	g	AP4-5a	0	0	0	-90	77
This study		1.1	342.2	2.6	AP4-5a:LP-DIR-T	hargrave 2016-04-18 10:01:36	Agate Point	pmagpy-3.4.1	1.24e-05	AP4-5a:LP-DIR-T3	1	5.86e-08	2.1100000000000002e-07	1.04e-07	u	273	LT-T-Z:LP-DIR-T	3	g	AP4-5a	0	0	0	-90	373
This study		1.3	348.0	-1.8	AP4-5a:LP-DIR-T	hargrave 2016-04-18 17:17:13	Agate Point	pmagpy-3.4.1	1.4000000000000001e-05	AP4-5a:LP-DIR-T4	1	7.85e-08	2.91e-07	1.14e-07	u	273	LT-T-Z:LP-DIR-T	4	g	AP4-5a	0	0	0	-90	473
This study		0.8	350.9	-2.0	AP4-5a:LP-DIR-T	hargrave 2016-04-19 13:04:23	Agate Point	pmagpy-3.4.1	1.0300000000000001e-05	AP4-5a:LP-DIR-T5	1	3.84e-08	1.1e-07	8.59e-08	u	273	LT-T-Z:LP-DIR-T	5	g	AP4-5a	0	0	0	-90	573
This study		1.0	347.8	2.4	AP4-5a:LP-DIR-T	hargrave 2016-04-25 12:45:55	Agate Point	pmagpy-3.4.1	3.74e-06	AP4-5a:LP-DIR-T6	1	2.89e-08	3.75e-08	5.1500000000000005e-08	u	273	LT-T-Z:LP-DIR-T	6	g	AP4-5a	0	0	0	-90	623
This study		1.2	346.1	5.0	AP4-5a:LP-DIR-T	hargrave 2016-04-26 09:41:16	Agate Point	pmagpy-3.4.1	2.2e-06	AP4-5a:LP-DIR-T7	1	1.81e-08	3.69e-08	2.96e-08	u	273	LT-T-Z:LP-DIR-T	7	g	AP4-5a	0	0	0	-90	673
This study		1.0	346.3	8.6	AP4-5a:LP-DIR-T	hargrave 2016-04-26 17:09:14	Agate Point	pmagpy-3.4.1	1.43e-06	AP4-5a:LP-DIR-T8	1	1.24e-08	1.33e-08	1.89e-08	u	273	LT-T-Z:LP-DIR-T	8	g	AP4-5a	0	0	0	-90	723
This study		0.9	345.8	14.9	AP4-5a:LP-DIR-T	hargrave 2016-05-02 14:04:12	Agate Point	pmagpy-3.4.1	9.93e-07	AP4-5a:LP-DIR-T9	1	5.760000000000001e-09	1.1699999999999999e-08	1.03e-08	u	273	LT-T-Z:LP-DIR-T	9	g	AP4-5a	0	0	0	-90	748
This study		1.3	346.0	15.5	AP4-5a:LP-DIR-T	hargrave 2016-05-02 20:25:49	Agate Point	pmagpy-3.4.1	9.05e-07	AP4-5a:LP-DIR-T10	1	6.659999999999999e-09	1.88e-08	8.959999999999999e-09	u	273	LT-T-Z:LP-DIR-T	10	g	AP4-5a	0	0	0	-90	773
This study		1.0	346.6	14.3	AP4-5a:LP-DIR-T	hargrave 2016-05-03 19:18:32	Agate Point	pmagpy-3.4.1	8.629999999999999e-07	AP4-5a:LP-DIR-T11	1	7.27e-09	1.07e-08	8.51e-09	u	273	LT-T-Z:LP-DIR-T	11	g	AP4-5a	0	0	0	-90	798
This study		1.1	343.5	11.3	AP4-5a:LP-DIR-T	hargrave 2016-05-12 15:00:05	Agate Point	pmagpy-3.4.1	7.729999999999999e-07	AP4-5a:LP-DIR-T12	1	7.03e-09	1.2e-08	7.5e-09	u	273	LT-T-Z:LP-DIR-T	12	g	AP4-5a	0	0	0	-90	823
This study		1.1	341.8	13.7	AP4-5a:LP-DIR-T	hargrave 2016-05-16 12:39:20	Agate Point	pmagpy-3.4.1	6.94e-07	AP4-5a:LP-DIR-T13	1	4.55e-09	1.14e-08	6.4e-09	u	273	LT-T-Z:LP-DIR-T	13	g	AP4-5a	0	0	0	-90	833
This study		0.8	349.3	9.7	AP4-5a:LP-DIR-T	hargrave 2016-05-16 18:38:41	Agate Point	pmagpy-3.4.1	7.48e-07	AP4-5a:LP-DIR-T14	1	4.43e-09	7.03e-09	7.54e-09	u	273	LT-T-Z:LP-DIR-T	14	g	AP4-5a	0	0	0	-90	843
This study		1.3	350.3	-4.6	AP4-5a:LP-DIR-T	hargrave 2016-05-17 14:58:25	Agate Point	pmagpy-3.4.1	8.5e-07	AP4-5a:LP-DIR-T15	1	7.53e-09	1.55e-08	1.03e-08	u	273	LT-T-Z:LP-DIR-T	15	g	AP4-5a	0	0	0	-90	848
This study		1.0	351.7	-2.7	AP4-5a:LP-DIR-T	hargrave 2016-05-18 11:50:16	Agate Point	pmagpy-3.4.1	8.39e-07	AP4-5a:LP-DIR-T16	1	4.95e-09	1.1000000000000001e-08	9.09e-09	u	273	LT-T-Z:LP-DIR-T	16	g	AP4-5a	0	0	0	-90	853
This study		2.3	349.4	15.5	AP4-6a:LP-DIR-T	hargrave 2016-04-08 17:05:40	Agate Point	pmagpy-3.4.1	2.8499999999999998e-05	AP4-6a:LP-DIR-T1	1	2.7800000000000003e-07	9.93e-07	5.58e-07	u	273	LT-NO:LP-DIR-T	1	g	AP4-6a	0	0	0	-90	273
This study		1.3	351.4	14.9	AP4-6a:LP-DIR-T	hargrave 2016-04-11 17:26:37	Agate Point	pmagpy-3.4.1	2.75e-05	AP4-6a:LP-DIR-T2	1	1.3800000000000002e-07	3.48e-07	5.15e-07	u	273	LT-LT-Z:LP-DIR-T	2	g	AP4-6a	0	0	0	-90	77
This study		1.7	349.7	14.5	AP4-6a:LP-DIR-T	hargrave 2016-04-18 10:03:16	Agate Point	pmagpy-3.4.1	2.75e-05	AP4-6a:LP-DIR-T3	1	1.83e-07	5.14e-07	6.2e-07	u	273	LT-T-Z:LP-DIR-T	3	g	AP4-6a	0	0	0	-90	373
This study		2.3	352.3	13.2	AP4-6a:LP-DIR-T	hargrave 2016-04-18 17:18:50	Agate Point	pmagpy-3.4.1	2.8300000000000003e-05	AP4-6a:LP-DIR-T4	1	2.3100000000000002e-07	8.629999999999999e-07	7.05e-07	u	273	LT-T-Z:LP-DIR-T	4	g	AP4-6a	0	0	0	-90	473
This study		3.4	350.6	12.4	AP4-6a:LP-DIR-T	hargrave 2016-04-19 13:05:58	Agate Point	pmagpy-3.4.1	2.35e-05	AP4-6a:LP-DIR-T5	1	3.38e-07	1.18e-06	6.66e-07	u	273	LT-T-Z:LP-DIR-T	5	g	AP4-6a	0	0	0	-90	573
This study		2.9	352.6	12.4	AP4-6a:LP-DIR-T	hargrave 2016-04-25 12:47:47	Agate Point	pmagpy-3.4.1	1.26e-05	AP4-6a:LP-DIR-T6	1	1.4599999999999998e-07	5.55e-07	2.9899999999999996e-07	u	273	LT-T-Z:LP-DIR-T	6	g	AP4-6a	0	0	0	-90	623
This study		3.1	350.3	12.8	AP4-6a:LP-DIR-T	hargrave 2016-04-26 09:43:09	Agate Point	pmagpy-3.4.1	8.2e-06	AP4-6a:LP-DIR-T7	1	1.06e-07	3.85e-07	1.92e-07	u	273	LT-T-Z:LP-DIR-T	7	g	AP4-6a	0	0	0	-90	673
This study		3.7	352.2	13.7	AP4-6a:LP-DIR-T	hargrave 2016-04-26 17:11:07	Agate Point	pmagpy-3.4.1	5.19e-06	AP4-6a:LP-DIR-T8	1	7.15e-08	3.01e-07	1.2199999999999998e-07	u	273	LT-T-Z:LP-DIR-T	8	g	AP4-6a	0	0	0	-90	723
This study		3.5	351.4	14.0	AP4-6a:LP-DIR-T	hargrave 2016-05-02 14:06:05	Agate Point	pmagpy-3.4.1	3.41e-06	AP4-6a:LP-DIR-T9	1	4.96e-08	1.75e-07	9.99e-08	u	273	LT-T-Z:LP-DIR-T	9	g	AP4-6a	0	0	0	-90	748
This study		2.8	353.1	14.6	AP4-6a:LP-DIR-T	hargrave 2016-05-02 20:27:42	Agate Point	pmagpy-3.4.1	2.54e-06	AP4-6a:LP-DIR-T10	1	2.8300000000000002e-08	1.08e-07	5.65e-08	u	273	LT-T-Z:LP-DIR-T	10	g	AP4-6a	0	0	0	-90	773
This study		1.8	354.5	14.7	AP4-6a:LP-DIR-T	hargrave 2016-05-03 19:20:25	Agate Point	pmagpy-3.4.1	1.98e-06	AP4-6a:LP-DIR-T11	1	1.33e-08	3.86e-08	4.66e-08	u	273	LT-T-Z:LP-DIR-T	11	g	AP4-6a	0	0	0	-90	798
This study		2.7	349.6	13.7	AP4-6a:LP-DIR-T	hargrave 2016-05-12 15:01:59	Agate Point	pmagpy-3.4.1	1.5e-06	AP4-6a:LP-DIR-T12	1	1.88e-08	5.9299999999999995e-08	3.44e-08	u	273	LT-T-Z:LP-DIR-T	12	g	AP4-6a	0	0	0	-90	823
This study		2.0	350.8	14.6	AP4-6a:LP-DIR-T	hargrave 2016-05-16 12:41:18	Agate Point	pmagpy-3.4.1	1.1e-06	AP4-6a:LP-DIR-T13	1	1.02e-08	2.76e-08	2.5899999999999997e-08	u	273	LT-T-Z:LP-DIR-T	13	g	AP4-6a	0	0	0	-90	833
This study		3.2	352.3	13.2	AP4-6a:LP-DIR-T	hargrave 2016-05-16 18:40:34	Agate Point	pmagpy-3.4.1	9.29e-07	AP4-6a:LP-DIR-T14	1	1.1000000000000001e-08	4.5700000000000006e-08	2.2000000000000002e-08	u	273	LT-T-Z:LP-DIR-T	14	g	AP4-6a	0	0	0	-90	843
This study		2.1	351.8	8.6	AP4-6a:LP-DIR-T	hargrave 2016-05-17 15:00:18	Agate Point	pmagpy-3.4.1	9.25e-07	AP4-6a:LP-DIR-T15	1	8.68e-09	2.4700000000000003e-08	2.2999999999999998e-08	u	273	LT-T-Z:LP-DIR-T	15	g	AP4-6a	0	0	0	-90	848
This study		2.5	355.5	9.4	AP4-6a:LP-DIR-T	hargrave 2016-05-18 11:52:09	Agate Point	pmagpy-3.4.1	8.659999999999999e-07	AP4-6a:LP-DIR-T16	1	4.53e-09	2.88e-08	2.44e-08	u	273	LT-T-Z:LP-DIR-T	16	g	AP4-6a	0	0	0	-90	853
This study		2.8	353.4	21.3	AP4-7a:LP-DIR-T	hargrave 2016-04-08 17:08:38	Agate Point	pmagpy-3.4.1	4.73e-05	AP4-7a:LP-DIR-T1	1	7.4e-07	1.75e-06	1.32e-06	u	273	LT-NO:LP-DIR-T	1	g	AP4-7a	0	0	0	-90	273
This study		1.7	355.7	20.8	AP4-7a:LP-DIR-T	hargrave 2016-04-11 17:29:34	Agate Point	pmagpy-3.4.1	4.51e-05	AP4-7a:LP-DIR-T2	1	4.1299999999999995e-07	6.06e-07	1.18e-06	u	273	LT-LT-Z:LP-DIR-T	2	g	AP4-7a	0	0	0	-90	77
This study		3.1	354.2	20.9	AP4-7a:LP-DIR-T	hargrave 2016-04-18 10:05:45	Agate Point	pmagpy-3.4.1	4.5e-05	AP4-7a:LP-DIR-T3	1	5.96e-07	1.99e-06	1.27e-06	u	273	LT-T-Z:LP-DIR-T	3	g	AP4-7a	0	0	0	-90	373
This study		2.5	354.3	19.6	AP4-7a:LP-DIR-T	hargrave 2016-04-18 17:21:17	Agate Point	pmagpy-3.4.1	4.5799999999999995e-05	AP4-7a:LP-DIR-T4	1	5.71e-07	1.27e-06	1.43e-06	u	273	LT-T-Z:LP-DIR-T	4	g	AP4-7a	0	0	0	-90	473
This study		3.6	355.7	18.9	AP4-7a:LP-DIR-T	hargrave 2016-04-19 13:08:28	Agate Point	pmagpy-3.4.1	3.63e-05	AP4-7a:LP-DIR-T5	1	6.21e-07	1.55e-06	1.56e-06	u	273	LT-T-Z:LP-DIR-T	5	g	AP4-7a	0	0	0	-90	573
This study		2.7	357.0	19.9	AP4-7a:LP-DIR-T	hargrave 2016-04-25 12:50:44	Agate Point	pmagpy-3.4.1	2.48e-05	AP4-7a:LP-DIR-T6	1	3.61e-07	5.33e-07	9.79e-07	u	273	LT-T-Z:LP-DIR-T	6	g	AP4-7a	0	0	0	-90	623
This study		4.1	357.2	19.5	AP4-7a:LP-DIR-T	hargrave 2016-04-26 09:46:56	Agate Point	pmagpy-3.4.1	2.0300000000000002e-05	AP4-7a:LP-DIR-T7	1	3.13e-07	1.21e-06	7.82e-07	u	273	LT-T-Z:LP-DIR-T	7	g	AP4-7a	0	0	0	-90	673
This study		3.8	356.4	19.8	AP4-7a:LP-DIR-T	hargrave 2016-04-26 17:15:43	Agate Point	pmagpy-3.4.1	1.6800000000000002e-05	AP4-7a:LP-DIR-T8	1	2.5399999999999997e-07	8.97e-07	5.95e-07	u	273	LT-T-Z:LP-DIR-T	8	g	AP4-7a	0	0	0	-90	723
This study		2.3	355.3	20.4	AP4-7a:LP-DIR-T	hargrave 2016-05-02 14:09:06	Agate Point	pmagpy-3.4.1	1.47e-05	AP4-7a:LP-DIR-T9	1	1.8800000000000002e-07	1.9e-07	5.44e-07	u	273	LT-T-Z:LP-DIR-T	9	g	AP4-7a	0	0	0	-90	748
This study		3.4	356.8	19.7	AP4-7a:LP-DIR-T	hargrave 2016-05-02 20:31:28	Agate Point	pmagpy-3.4.1	1.3500000000000001e-05	AP4-7a:LP-DIR-T10	1	2.0600000000000002e-07	5.67e-07	5.45e-07	u	273	LT-T-Z:LP-DIR-T	10	g	AP4-7a	0	0	0	-90	773
This study		2.5	355.6	19.9	AP4-7a:LP-DIR-T	hargrave 2016-05-03 19:24:11	Agate Point	pmagpy-3.4.1	1.18e-05	AP4-7a:LP-DIR-T11	1	1.56e-07	1.14e-07	4.870000000000001e-07	u	273	LT-T-Z:LP-DIR-T	11	g	AP4-7a	0	0	0	-90	798
This study		2.9	354.6	19.5	AP4-7a:LP-DIR-T	hargrave 2016-05-12 15:06:37	Agate Point	pmagpy-3.4.1	7.4e-06	AP4-7a:LP-DIR-T12	1	1.14e-07	1.97e-07	3.0399999999999997e-07	u	273	LT-T-Z:LP-DIR-T	12	g	AP4-7a	0	0	0	-90	823
This study		3.0	355.5	19.6	AP4-7a:LP-DIR-T	hargrave 2016-05-16 12:45:04	Agate Point	pmagpy-3.4.1	5e-06	AP4-7a:LP-DIR-T13	1	7.92e-08	1.36e-07	2.1100000000000002e-07	u	273	LT-T-Z:LP-DIR-T	13	g	AP4-7a	0	0	0	-90	833
This study		3.4	354.9	18.9	AP4-7a:LP-DIR-T	hargrave 2016-05-16 18:44:20	Agate Point	pmagpy-3.4.1	3.96e-06	AP4-7a:LP-DIR-T14	1	6.55e-08	1.55e-07	1.6100000000000003e-07	u	273	LT-T-Z:LP-DIR-T	14	g	AP4-7a	0	0	0	-90	843
This study		3.2	355.3	18.6	AP4-7a:LP-DIR-T	hargrave 2016-05-17 15:03:14	Agate Point	pmagpy-3.4.1	3.35e-06	AP4-7a:LP-DIR-T15	1	5.5800000000000003e-08	1.1e-07	1.44e-07	u	273	LT-T-Z:LP-DIR-T	15	g	AP4-7a	0	0	0	-90	848
This study		2.9	356.6	18.4	AP4-7a:LP-DIR-T	hargrave 2016-05-18 11:55:06	Agate Point	pmagpy-3.4.1	3.07e-06	AP4-7a:LP-DIR-T16	1	4.23e-08	7.07e-08	1.35e-07	u	273	LT-T-Z:LP-DIR-T	16	g	AP4-7a	0	0	0	-90	853
This study		1.1	334.0	12.8	AP4-8a:LP-DIR-T	hargrave 2016-04-08 17:10:12	Agate Point	pmagpy-3.4.1	3.8900000000000004e-05	AP4-8a:LP-DIR-T1	1	3.53e-07	5.96e-07	3.8e-07	u	273	LT-NO:LP-DIR-T	1	g	AP4-8a	0	0	0	-90	273
This study		1.2	334.7	12.9	AP4-8a:LP-DIR-T	hargrave 2016-04-11 17:31:07	Agate Point	pmagpy-3.4.1	3.63e-05	AP4-8a:LP-DIR-T2	1	3.56e-07	5.79e-07	3.85e-07	u	273	LT-LT-Z:LP-DIR-T	2	g	AP4-8a	0	0	0	-90	77
This study		0.9	334.0	13.0	AP4-8a:LP-DIR-T	hargrave 2016-04-18 10:07:02	Agate Point	pmagpy-3.4.1	3.5600000000000005e-05	AP4-8a:LP-DIR-T3	1	1.74e-07	3.41e-07	4.2e-07	u	273	LT-T-Z:LP-DIR-T	3	g	AP4-8a	0	0	0	-90	373
This study		1.1	333.3	13.4	AP4-8a:LP-DIR-T	hargrave 2016-04-18 17:22:33	Agate Point	pmagpy-3.4.1	3.5100000000000006e-05	AP4-8a:LP-DIR-T4	1	1.34e-07	4.5e-07	4.92e-07	u	273	LT-T-Z:LP-DIR-T	4	g	AP4-8a	0	0	0	-90	473
This study		1.4	334.4	13.6	AP4-8a:LP-DIR-T	hargrave 2016-04-19 13:09:43	Agate Point	pmagpy-3.4.1	3.04e-05	AP4-8a:LP-DIR-T5	1	1.31e-07	5.33e-07	5.420000000000001e-07	u	273	LT-T-Z:LP-DIR-T	5	g	AP4-8a	0	0	0	-90	573
This study		1.7	334.1	14.1	AP4-8a:LP-DIR-T	hargrave 2016-04-25 12:52:18	Agate Point	pmagpy-3.4.1	1.9699999999999998e-05	AP4-8a:LP-DIR-T6	1	1.96e-07	4.6e-07	3.1e-07	u	273	LT-T-Z:LP-DIR-T	6	g	AP4-8a	0	0	0	-90	623
This study		1.8	334.5	14.2	AP4-8a:LP-DIR-T	hargrave 2016-04-26 09:48:34	Agate Point	pmagpy-3.4.1	1.58e-05	AP4-8a:LP-DIR-T7	1	1.66e-07	4.02e-07	2.59e-07	u	273	LT-T-Z:LP-DIR-T	7	g	AP4-8a	0	0	0	-90	673
This study		1.1	333.8	14.3	AP4-8a:LP-DIR-T	hargrave 2016-04-26 17:17:17	Agate Point	pmagpy-3.4.1	1.24e-05	AP4-8a:LP-DIR-T8	1	7.47e-08	1.0300000000000001e-07	2.07e-07	u	273	LT-T-Z:LP-DIR-T	8	g	AP4-8a	0	0	0	-90	723
This study		1.5	334.6	14.4	AP4-8a:LP-DIR-T	hargrave 2016-05-02 14:10:44	Agate Point	pmagpy-3.4.1	9.94e-06	AP4-8a:LP-DIR-T9	1	4.92e-08	1.4599999999999998e-07	2.1100000000000002e-07	u	273	LT-T-Z:LP-DIR-T	9	g	AP4-8a	0	0	0	-90	748
This study		1.9	334.7	14.6	AP4-8a:LP-DIR-T	hargrave 2016-05-02 20:33:02	Agate Point	pmagpy-3.4.1	8.48e-06	AP4-8a:LP-DIR-T10	1	1.0199999999999999e-07	2.33e-07	1.35e-07	u	273	LT-T-Z:LP-DIR-T	10	g	AP4-8a	0	0	0	-90	773
This study		1.1	334.2	14.7	AP4-8a:LP-DIR-T	hargrave 2016-05-03 19:25:45	Agate Point	pmagpy-3.4.1	7.21e-06	AP4-8a:LP-DIR-T11	1	3.9e-08	6.31e-08	1.1800000000000001e-07	u	273	LT-T-Z:LP-DIR-T	11	g	AP4-8a	0	0	0	-90	798
This study		1.6	335.5	14.5	AP4-8a:LP-DIR-T	hargrave 2016-05-12 15:08:11	Agate Point	pmagpy-3.4.1	5.16e-06	AP4-8a:LP-DIR-T12	1	4.92e-08	1.11e-07	7.940000000000001e-08	u	273	LT-T-Z:LP-DIR-T	12	g	AP4-8a	0	0	0	-90	823
This study		1.1	335.6	14.4	AP4-8a:LP-DIR-T	hargrave 2016-05-16 12:46:38	Agate Point	pmagpy-3.4.1	3.45e-06	AP4-8a:LP-DIR-T13	1	2.4700000000000003e-08	3.2799999999999996e-08	5.47e-08	u	273	LT-T-Z:LP-DIR-T	13	g	AP4-8a	0	0	0	-90	833
This study		2.2	335.5	14.2	AP4-8a:LP-DIR-T	hargrave 2016-05-16 18:45:53	Agate Point	pmagpy-3.4.1	2.75e-06	AP4-8a:LP-DIR-T14	1	4.66e-08	8.51e-08	4.4000000000000004e-08	u	273	LT-T-Z:LP-DIR-T	14	g	AP4-8a	0	0	0	-90	843
This study		1.1	337.2	14.0	AP4-8a:LP-DIR-T	hargrave 2016-05-17 15:04:48	Agate Point	pmagpy-3.4.1	2.43e-06	AP4-8a:LP-DIR-T15	1	1.53e-08	2.8599999999999998e-08	3.7400000000000004e-08	u	273	LT-T-Z:LP-DIR-T	15	g	AP4-8a	0	0	0	-90	848
This study		1.2	338.0	14.0	AP4-8a:LP-DIR-T	hargrave 2016-05-18 11:56:40	Agate Point	pmagpy-3.4.1	2.24e-06	AP4-8a:LP-DIR-T16	1	1.1200000000000001e-08	2.75e-08	3.88e-08	u	273	LT-T-Z:LP-DIR-T	16	g	AP4-8a	0	0	0	-90	853
This study		3.4	3.5	-23.9	AP5-1a:LP-DIR-T	hargrave 2016-04-08 17:11:43	Agate Point	pmagpy-3.4.1	0.00011499999999999999	AP5-1a:LP-DIR-T1	1	5.9e-06	5.91e-06	2.7e-06	u	273	LT-NO:LP-DIR-T	1	g	AP5-1a	0	0	0	-90	273
This study		3.3	2.5	-23.6	AP5-1a:LP-DIR-T	hargrave 2016-04-11 17:32:36	Agate Point	pmagpy-3.4.1	0.00011399999999999999	AP5-1a:LP-DIR-T2	1	6.14e-06	5.75e-06	2.91e-06	u	273	LT-LT-Z:LP-DIR-T	2	g	AP5-1a	0	0	0	-90	77
This study		3.7	4.7	-23.8	AP5-1a:LP-DIR-T	hargrave 2016-04-18 10:08:15	Agate Point	pmagpy-3.4.1	0.000113	AP5-1a:LP-DIR-T3	1	7.46e-06	6.52e-06	2.56e-06	u	273	LT-T-Z:LP-DIR-T	3	g	AP5-1a	0	0	0	-90	373
This study		3.3	3.9	-24.3	AP5-1a:LP-DIR-T	hargrave 2016-04-18 17:23:46	Agate Point	pmagpy-3.4.1	0.00011200000000000001	AP5-1a:LP-DIR-T4	1	7.44e-06	5.69e-06	2.17e-06	u	273	LT-T-Z:LP-DIR-T	4	g	AP5-1a	0	0	0	-90	473
This study		3.1	4.0	-23.7	AP5-1a:LP-DIR-T	hargrave 2016-04-19 13:10:55	Agate Point	pmagpy-3.4.1	0.00011	AP5-1a:LP-DIR-T5	1	7.14e-06	5.2e-06	2.16e-06	u	273	LT-T-Z:LP-DIR-T	5	g	AP5-1a	0	0	0	-90	573
This study		4.9	4.0	-22.4	AP5-1a:LP-DIR-T	hargrave 2016-04-25 12:53:48	Agate Point	pmagpy-3.4.1	0.00011100000000000001	AP5-1a:LP-DIR-T6	1	9.27e-06	8.45e-06	2.96e-06	u	273	LT-T-Z:LP-DIR-T	6	g	AP5-1a	0	0	0	-90	623
This study		4.7	2.9	-22.6	AP5-1a:LP-DIR-T	hargrave 2016-04-26 09:50:05	Agate Point	pmagpy-3.4.1	0.00010700000000000001	AP5-1a:LP-DIR-T7	1	9.54e-06	7.79e-06	3.52e-06	u	273	LT-T-Z:LP-DIR-T	7	g	AP5-1a	0	0	0	-90	673
This study		7.2	4.1	-23.1	AP5-1a:LP-DIR-T	hargrave 2016-04-26 17:18:51	Agate Point	pmagpy-3.4.1	9.92e-05	AP5-1a:LP-DIR-T8	1	1.27e-05	1.12e-05	3.59e-06	u	273	LT-T-Z:LP-DIR-T	8	g	AP5-1a	0	0	0	-90	723
This study		6.1	4.2	-19.0	AP5-1a:LP-DIR-T	hargrave 2016-05-02 14:12:14	Agate Point	pmagpy-3.4.1	9.81e-05	AP5-1a:LP-DIR-T9	1	1.3800000000000002e-05	9.7e-06	1.68e-06	u	273	LT-T-Z:LP-DIR-T	9	g	AP5-1a	0	0	0	-90	748
This study		7.1	4.4	-20.6	AP5-1a:LP-DIR-T	hargrave 2016-05-02 20:34:32	Agate Point	pmagpy-3.4.1	9.779999999999999e-05	AP5-1a:LP-DIR-T10	1	1.5399999999999998e-05	1.13e-05	2.71e-06	u	273	LT-T-Z:LP-DIR-T	10	g	AP5-1a	0	0	0	-90	773
This study		6.9	2.3	-19.5	AP5-1a:LP-DIR-T	hargrave 2016-05-03 19:28:11	Agate Point	pmagpy-3.4.1	9.44e-05	AP5-1a:LP-DIR-T11	1	1.59e-05	1.1e-05	1.9e-06	u	273	LT-T-Z:LP-DIR-T	11	g	AP5-1a	0	0	0	-90	798
This study		7.0	3.1	-19.3	AP5-1a:LP-DIR-T	hargrave 2016-05-12 15:09:46	Agate Point	pmagpy-3.4.1	8.55e-05	AP5-1a:LP-DIR-T12	1	1.42e-05	9.99e-06	1.84e-06	u	273	LT-T-Z:LP-DIR-T	12	g	AP5-1a	0	0	0	-90	823
This study		6.2	1.6	-17.6	AP5-1a:LP-DIR-T	hargrave 2016-05-16 12:48:08	Agate Point	pmagpy-3.4.1	8.329999999999999e-05	AP5-1a:LP-DIR-T13	1	1.32e-05	8.9e-06	1.59e-06	u	273	LT-T-Z:LP-DIR-T	13	g	AP5-1a	0	0	0	-90	833
This study		5.4	2.4	-16.9	AP5-1a:LP-DIR-T	hargrave 2016-05-16 18:47:23	Agate Point	pmagpy-3.4.1	7.75e-05	AP5-1a:LP-DIR-T14	1	1.06e-05	7.24e-06	1.45e-06	u	273	LT-T-Z:LP-DIR-T	14	g	AP5-1a	0	0	0	-90	843
This study		5.1	3.0	-16.2	AP5-1a:LP-DIR-T	hargrave 2016-05-17 15:06:17	Agate Point	pmagpy-3.4.1	7.190000000000001e-05	AP5-1a:LP-DIR-T15	1	8.65e-06	6.24e-06	1.21e-06	u	273	LT-T-Z:LP-DIR-T	15	g	AP5-1a	0	0	0	-90	848
This study		3.5	5.5	-15.5	AP5-1a:LP-DIR-T	hargrave 2016-05-18 11:58:10	Agate Point	pmagpy-3.4.1	6.459999999999998e-05	AP5-1a:LP-DIR-T16	1	5.63e-06	3.61e-06	9.64e-07	u	273	LT-T-Z:LP-DIR-T	16	g	AP5-1a	0	0	0	-90	853
