tab	specimens																								
specimen	sample	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	geologic_classes	geologic_types	lithologies	meas_step_max	meas_step_min	meas_step_unit	analysts	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	volume	weight
GB14-6a	GB14-6		HT	298.9	43.7	1	19	100	0.8	4.2				953	673	K		hargrave 2017-02-14 21:45:56	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		0.001
GB14-7a	GB14-7		HT	296.2	31.4	1	19	100	0.8	3				953	673	K		hargrave 2017-02-14 21:47:30	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		0.001
GB14-7a	GB14-7		HT	295.8	22	1	19	0	0.8	3				953	673	K		hargrave 2017-02-14 21:47:30	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		0.001
GB14-7a	GB14-7		HT	28.3	30	1	19	-1	0.8	3				953	673	K		hargrave 2017-02-14 21:47:30	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		0.001
GB15-1a	GB15-1		HT	306.2	36.8	1	15	0	0.2	1.4				953	773	K		hargrave 2017-02-14 21:49:00	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		0.001
GB15-1a	GB15-1		HT	308.6	45.9	1	15	100	0.2	1.4				953	773	K		hargrave 2017-02-14 21:49:00	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		0.001
GB15-1a	GB15-1		HT	168.1	26	1	15	-1	0.2	1.4				953	773	K		hargrave 2017-02-14 21:49:00	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		0.001
GB15-2a	GB15-2		HT	199.9	24.7	1	15	-1	0.5	1.1				953	773	K		hargrave 2017-02-14 21:50:31	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	b		0.001
GB15-2a	GB15-2		HT	273.5	35	1	15	0	0.5	1.1				953	773	K		hargrave 2017-02-14 21:50:31	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	b		0.001
GB15-2a	GB15-2		HT	271	44	1	15	100	0.5	1.1				953	773	K		hargrave 2017-02-14 21:50:31	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	b		0.001
GB15-3a	GB15-3		HT	274.1	34.4	1	15	-1	0.6	2.2				953	773	K		hargrave 2017-02-14 21:52:06	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		0.001
GB15-3a	GB15-3		HT	304.8	41.8	1	15	100	0.6	2.2				953	773	K		hargrave 2017-02-14 21:52:06	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		0.001
GB15-3a	GB15-3		HT	303.1	32.5	1	15	0	0.6	2.2				953	773	K		hargrave 2017-02-14 21:52:06	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		0.001
GB15-4a	GB15-4		HT	300.5	46.9	1	15	100	1.1	2.3				953	773	K		hargrave 2017-02-14 21:55:55	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		0.001
GB15-4a	GB15-4		HT	299.1	37.5	1	15	0	1.1	2.3				953	773	K		hargrave 2017-02-14 21:55:55	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		0.001
GB15-4a	GB15-4		HT	247.8	31.5	1	15	-1	1.1	2.3				953	773	K		hargrave 2017-02-14 21:55:55	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		0.001
GB15-5a	GB15-5		HT	238.4	25.5	1	15	-1	0.6	1.7				953	773	K		hargrave 2017-02-14 21:57:26	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		0.001
GB15-5a	GB15-5		HT	300.9	36.5	1	15	0	0.6	1.7				953	773	K		hargrave 2017-02-14 21:57:26	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		0.001
GB15-5a	GB15-5		HT	302.5	45.8	1	15	100	0.6	1.7				953	773	K		hargrave 2017-02-14 21:57:26	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		0.001
GB15-6a	GB15-6		HT	254.7	33.2	1	15	-1	0.8	2.5				953	773	K		hargrave 2017-02-14 21:58:57	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		0.001
GB15-6a	GB15-6		HT	298.9	36	1	15	0	0.8	2.5				953	773	K		hargrave 2017-02-14 21:58:57	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		0.001
GB15-6a	GB15-6		HT	300.1	45.4	1	15	100	0.8	2.5				953	773	K		hargrave 2017-02-14 21:58:57	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		0.001
GB15-7a	GB15-7		HT	301.6	44.2	1	15	100	0.3	1.6				953	773	K		hargrave 2017-02-14 22:00:31	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		0.001
GB15-7a	GB15-7		HT	29.9	51.1	1	15	-1	0.3	1.6				953	773	K		hargrave 2017-02-14 22:00:31	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		0.001
GB15-7a	GB15-7		HT	300.2	34.8	1	15	0	0.3	1.6				953	773	K		hargrave 2017-02-14 22:00:31	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		0.001
GB15-8a	GB15-8		HT	299.5	44.5	1	15	100	0.3	1.9				953	773	K		hargrave 2017-02-14 22:02:22	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		0.001
GB15-8a	GB15-8		HT	298.3	35.1	1	15	0	0.3	1.9				953	773	K		hargrave 2017-02-14 22:02:22	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		0.001
GB15-8a	GB15-8		HT	124.4	30.8	1	15	-1	0.3	1.9				953	773	K		hargrave 2017-02-14 22:02:22	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		0.001
GB16-1a	GB16-1		HT	155.3	20.8	1	19	-1	0.5	1.5				953	673	K		hargrave 2017-02-14 22:04:03	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		0.001
GB16-1a	GB16-1		HT	287.9	32.5	1	19	0	0.5	1.5				953	673	K		hargrave 2017-02-14 22:04:03	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		0.001
GB16-1a	GB16-1		HT	287.5	42	1	19	100	0.5	1.5				953	673	K		hargrave 2017-02-14 22:04:03	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		0.001
GB16-2a	GB16-2		HT	299.9	44.6	1	19	100	1.3	2.6				953	673	K		hargrave 2017-02-14 22:05:36	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		0.001
GB16-2a	GB16-2		HT	298.7	35.2	1	19	0	1.3	2.6				953	673	K		hargrave 2017-02-14 22:05:36	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		0.001
GB16-2a	GB16-2		HT	220.8	25.7	1	19	-1	1.3	2.6				953	673	K		hargrave 2017-02-14 22:05:36	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		0.001
GB16-3a	GB16-3		HT	296.2	33.1	1	19	0	2.4	3.2				953	673	K		hargrave 2017-02-14 22:07:04	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		0.001
GB16-3a	GB16-3		HT	297	42.6	1	19	100	2.4	3.2				953	673	K		hargrave 2017-02-14 22:07:04	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		0.001
GB16-3a	GB16-3		HT	216.1	10.6	1	19	-1	2.4	3.2				953	673	K		hargrave 2017-02-14 22:07:04	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		0.001
GB16-4a	GB16-4		HT	131.1	29.4	1	19	-1	0.3	2.9				953	673	K		hargrave 2017-02-14 22:08:29	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		0.001
GB16-4a	GB16-4		HT	289.6	34.5	1	19	0	0.3	2.9				953	673	K		hargrave 2017-02-14 22:08:29	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		0.001
GB16-4a	GB16-4		HT	289.4	44	1	19	100	0.3	2.9				953	673	K		hargrave 2017-02-14 22:08:29	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		0.001
GB16-5a	GB16-5		HT	273.9	35.1	1	19	-1	1.9	3.5				953	673	K		hargrave 2017-02-14 22:09:55	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		0.001
GB16-5a	GB16-5		HT	298.6	41.1	1	19	100	1.9	3.5				953	673	K		hargrave 2017-02-14 22:09:55	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		0.001
GB16-5a	GB16-5		HT	297.7	31.7	1	19	0	1.9	3.5				953	673	K		hargrave 2017-02-14 22:09:55	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		0.001
GB16-6a	GB16-6		HT	297.6	38.7	1	19	100	1.1	5.6				953	673	K		hargrave 2017-02-14 22:12:40	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		0.001
GB16-6a	GB16-6		HT	296.9	29.3	1	19	0	1.1	5.6				953	673	K		hargrave 2017-02-14 22:12:40	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		0.001
GB16-6a	GB16-6		HT	223.1	10.6	1	19	-1	1.1	5.6				953	673	K		hargrave 2017-02-14 22:12:40	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		0.001
GB16-7a	GB16-7		HT	176.4	3.8	1	19	-1	1.7	3.4				953	673	K		hargrave 2017-02-14 22:14:08	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		0.001
GB16-7a	GB16-7		HT	292.3	31.7	1	19	0	1.7	3.4				953	673	K		hargrave 2017-02-14 22:14:08	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		0.001
GB16-7a	GB16-7		HT	292.5	41.2	1	19	100	1.7	3.4				953	673	K		hargrave 2017-02-14 22:14:08	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		0.001
GB16-8a	GB16-8		HT	223	-27.6	1	19	-1	0.4	3				953	673	K		hargrave 2017-02-14 22:15:41	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		0.001
GB16-8a	GB16-8		HT	296.5	28.3	1	19	0	0.4	3				953	673	K		hargrave 2017-02-14 22:15:41	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		0.001
GB16-8a	GB16-8		HT	297.1	37.7	1	19	100	0.4	3				953	673	K		hargrave 2017-02-14 22:15:41	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		0.001
GB17-1a	GB17-1		HT	305.9	43	1	19	100	0.7	2.4				953	673	K		hargrave 2017-02-14 22:17:17	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		0.001
GB17-1a	GB17-1		HT	63.6	47.1	1	19	-1	0.7	2.4				953	673	K		hargrave 2017-02-14 22:17:17	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		0.001
GB17-1a	GB17-1		HT	304	33.8	1	19	0	0.7	2.4				953	673	K		hargrave 2017-02-14 22:17:17	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		0.001
GB17-2a	GB17-2		HT	303.3	44.4	1	19	100	0.4	2.2				953	673	K		hargrave 2017-02-14 22:19:17	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		0.001
GB17-2a	GB17-2		HT	301.7	35.1	1	19	0	0.4	2.2				953	673	K		hargrave 2017-02-14 22:19:17	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		0.001
GB17-2a	GB17-2		HT	80.1	41.8	1	19	-1	0.4	2.2				953	673	K		hargrave 2017-02-14 22:19:17	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		0.001
GB17-4a	GB17-4		HT	64.3	40.7	1	19	-1	0.2	2.2				953	673	K		hargrave 2017-02-14 22:20:55	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		0.001
GB17-4a	GB17-4		HT	296.6	46.9	1	19	100	0.2	2.2				953	673	K		hargrave 2017-02-14 22:20:55	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		0.001
GB17-4a	GB17-4		HT	295.8	37.4	1	19	0	0.2	2.2				953	673	K		hargrave 2017-02-14 22:20:55	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		0.001
GB17-5a	GB17-5		HT	300.9	46.1	1	19	100	0.9	3.2				953	673	K		hargrave 2017-02-14 22:22:30	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		0.001
GB17-5a	GB17-5		HT	299.5	36.7	1	19	0	0.9	3.2				953	673	K		hargrave 2017-02-14 22:22:30	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		0.001
GB17-5a	GB17-5		HT	183.7	-31.2	1	19	-1	0.9	3.2				953	673	K		hargrave 2017-02-14 22:22:30	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		0.001
GB17-6a	GB17-6		HT	302	-52.5	1	19	-1	0.9	2.4				953	673	K		hargrave 2017-02-14 22:24:01	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	b		0.001
GB17-6a	GB17-6		HT	308	-3	1	19	100	0.9	2.4				953	673	K		hargrave 2017-02-14 22:24:01	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	b		0.001
GB17-6a	GB17-6		HT	308.4	-12.1	1	19	0	0.9	2.4				953	673	K		hargrave 2017-02-14 22:24:01	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	b		0.001
GB17-7a	GB17-7		HT	300.4	45.7	1	19	100	0.5	3				953	673	K		hargrave 2017-02-14 22:25:28	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		0.001
GB17-7a	GB17-7		HT	299.1	36.3	1	19	0	0.5	3				953	673	K		hargrave 2017-02-14 22:25:28	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		0.001
GB17-7a	GB17-7		HT	171.4	-28	1	19	-1	0.5	3				953	673	K		hargrave 2017-02-14 22:25:28	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		0.001
GB17-8a	GB17-8		HT	297.1	51.3	1	19	100	1.5	3.5				953	673	K		hargrave 2017-02-14 22:26:54	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		0.001
GB17-8a	GB17-8		HT	296.1	41.9	1	19	0	1.5	3.5				953	673	K		hargrave 2017-02-14 22:26:54	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		0.001
GB17-8a	GB17-8		HT	185.2	-18.9	1	19	-1	1.5	3.5				953	673	K		hargrave 2017-02-14 22:26:54	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		0.001
GB18-2a	GB18-2		HT	308.5	32.7	1	19	0	2.1	2.7				953	673	K		hargrave 2017-02-14 22:29:39	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		0.001
GB18-2a	GB18-2		HT	179.7	-28.3	1	19	-1	2.1	2.7				953	673	K		hargrave 2017-02-14 22:29:39	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		0.001
GB18-2a	GB18-2		HT	310.9	41.7	1	19	100	2.1	2.7				953	673	K		hargrave 2017-02-14 22:29:39	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		0.001
GB18-3a	GB18-3		HT	310.2	32.8	1	19	0	2.6	2.8				953	673	K		hargrave 2017-02-14 22:31:10	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		0.001
GB18-3a	GB18-3		HT	312.8	41.6	1	19	100	2.6	2.8				953	673	K		hargrave 2017-02-14 22:31:10	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		0.001
GB18-3a	GB18-3		HT	231.6	-2.2	1	19	-1	2.6	2.8				953	673	K		hargrave 2017-02-14 22:31:10	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		0.001
GB18-4a	GB18-4		HT	210.2	-42.8	1	19	-1	4.6	3.8				953	673	K		hargrave 2017-02-14 22:32:45	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	b		0.001
GB18-4a	GB18-4		HT	284.9	16.7	1	19	0	4.6	3.8				953	673	K		hargrave 2017-02-14 22:32:45	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	b		0.001
GB18-4a	GB18-4		HT	284.6	26.2	1	19	100	4.6	3.8				953	673	K		hargrave 2017-02-14 22:32:45	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	b		0.001
GB18-5a	GB18-5		HT	206.2	-43.2	1	19	-1	3.2	3.3				953	673	K		hargrave 2017-02-14 22:34:41	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		0.001
GB18-5a	GB18-5		HT	307.7	31.7	1	19	0	3.2	3.3				953	673	K		hargrave 2017-02-14 22:34:41	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		0.001
GB18-5a	GB18-5		HT	309.9	40.7	1	19	100	3.2	3.3				953	673	K		hargrave 2017-02-14 22:34:41	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		0.001
GB18-6a	GB18-6		HT	306.2	39.1	1	19	100	5.5	4.1				953	673	K		hargrave 2017-02-14 22:36:18	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		0.001
GB18-6a	GB18-6		HT	191.8	12.4	1	19	-1	5.5	4.1				953	673	K		hargrave 2017-02-14 22:36:18	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		0.001
GB18-6a	GB18-6		HT	304.6	29.9	1	19	0	5.5	4.1				953	673	K		hargrave 2017-02-14 22:36:18	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		0.001
GB18-7a	GB18-7		HT	294.7	31.9	1	19	0	4.9	4.6				953	673	K		hargrave 2017-02-14 22:37:50	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		0.001
GB18-7a	GB18-7		HT	295.2	41.4	1	19	100	4.9	4.6				953	673	K		hargrave 2017-02-14 22:37:50	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		0.001
GB18-7a	GB18-7		HT	193.7	17.4	1	19	-1	4.9	4.6				953	673	K		hargrave 2017-02-14 22:37:50	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		0.001
GB18-8a	GB18-8		HT	303.1	36.6	1	19	0	3.4	6.6				953	673	K		hargrave 2017-02-14 22:39:20	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		0.001
GB18-8a	GB18-8		HT	305	45.9	1	19	100	3.4	6.6				953	673	K		hargrave 2017-02-14 22:39:20	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		0.001
GB18-8a	GB18-8		HT	220.7	0.7	1	19	-1	3.4	6.6				953	673	K		hargrave 2017-02-14 22:39:20	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		0.001
GB19-1a	GB19-1		HT	163.6	27.1	1	19	-1	0.2	2.3				953	673	K		hargrave 2017-02-14 22:40:45	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		0.001
GB19-1a	GB19-1		HT	298.6	34.8	1	19	0	0.2	2.3				953	673	K		hargrave 2017-02-14 22:40:45	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		0.001
GB19-1a	GB19-1		HT	299.7	44.2	1	19	100	0.2	2.3				953	673	K		hargrave 2017-02-14 22:40:45	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		0.001
GB19-2a	GB19-2		HT	172.8	18.7	1	19	-1	0.2	1.9				953	673	K		hargrave 2017-02-14 22:42:11	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		0.001
GB19-2a	GB19-2		HT	297.4	36.5	1	19	0	0.2	1.9				953	673	K		hargrave 2017-02-14 22:42:11	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		0.001
GB19-2a	GB19-2		HT	298.4	46	1	19	100	0.2	1.9				953	673	K		hargrave 2017-02-14 22:42:11	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		0.001
GB19-3a	GB19-3		HT	105.7	31.9	1	19	-1	0.6	2.2				953	673	K		hargrave 2017-02-14 22:43:39	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		0.001
GB19-3a	GB19-3		HT	295.6	35.1	1	19	0	0.6	2.2				953	673	K		hargrave 2017-02-14 22:43:39	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		0.001
GB19-3a	GB19-3		HT	296.4	44.5	1	19	100	0.6	2.2				953	673	K		hargrave 2017-02-14 22:43:39	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		0.001
GB19-4a	GB19-4		HT	88	52.9	1	19	-1	0.7	1.5				953	673	K		hargrave 2017-02-14 22:46:28	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		0.001
GB19-4a	GB19-4		HT	296.3	36	1	19	0	0.7	1.5				953	673	K		hargrave 2017-02-14 22:46:28	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		0.001
GB19-4a	GB19-4		HT	297.1	45.5	1	19	100	0.7	1.5				953	673	K		hargrave 2017-02-14 22:46:28	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		0.001
GB19-5a	GB19-5		HT	303.4	43.4	1	19	100	0.4	2.3				953	673	K		hargrave 2017-02-14 22:48:01	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		0.001
GB19-5a	GB19-5		HT	301.9	34.1	1	19	0	0.4	2.3				953	673	K		hargrave 2017-02-14 22:48:01	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		0.001
GB19-5a	GB19-5		HT	135.4	27.2	1	19	-1	0.4	2.3				953	673	K		hargrave 2017-02-14 22:48:01	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		0.001
GB19-6a	GB19-6		HT	296.2	33.4	1	19	0	1.2	2.7				953	673	K		hargrave 2017-02-14 22:49:37	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		0.001
GB19-6a	GB19-6		HT	296.9	42.8	1	19	100	1.2	2.7				953	673	K		hargrave 2017-02-14 22:49:37	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		0.001
GB19-6a	GB19-6		HT	115	28.6	1	19	-1	1.2	2.7				953	673	K		hargrave 2017-02-14 22:49:37	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		0.001
GB19-7a	GB19-7		HT	303.8	44.1	1	19	100	0.2	1.6				953	673	K		hargrave 2017-02-14 22:51:34	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		0.001
GB19-7a	GB19-7		HT	302.2	34.8	1	19	0	0.2	1.6				953	673	K		hargrave 2017-02-14 22:51:34	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		0.001
GB19-7a	GB19-7		HT	293.3	42.7	1	19	-1	0.2	1.6				953	673	K		hargrave 2017-02-14 22:51:34	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		0.001
GB19-8a	GB19-8		HT	300.5	46.6	1	19	100	0.2	2				953	673	K		hargrave 2017-02-14 22:53:12	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		0.001
GB19-8a	GB19-8		HT	299.1	37.2	1	19	0	0.2	2				953	673	K		hargrave 2017-02-14 22:53:12	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		0.001
GB19-8a	GB19-8		HT	302.4	49.5	1	19	-1	0.2	2				953	673	K		hargrave 2017-02-14 22:53:12	pmagpy-4.0.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		0.001
