tab	measurements
citations	description	dir_csd	dir_dec	dir_inc	experiment	instrument_codes	location	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma	meas_n_orient	meas_temp	method_codes	number	quality	sample	site	software_packages	specimen	standard	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_temp	measurement
This study		2.2	129.0	28.3	GB24-10a:LP-DIR-T	hargrave 2016-09-02 09:07:44	Gooseberry	8.47e-07	2.28e-08	8.959999999999999e-09	2.14e-08	1	273	LT-NO:LP-DIR-T	1	g	GB24-10	GB24	pmagpy-3.8.9-2	GB24-10a	u	0	0	0.0	-90.0	273.0	GB24-10a:LP-DIR-T1
This study		2.9	129.9	28.3	GB24-10a:LP-DIR-T	hargrave 2016-11-11 14:25:29	Gooseberry	8.25e-07	3.33e-08	2.2999999999999998e-08	1.08e-08	1	273	LT-LT-Z:LP-DIR-T	2	g	GB24-10	GB24	pmagpy-3.8.9-2	GB24-10a	u	0	0	0.0	-90.0	77.0	GB24-10a:LP-DIR-T2
This study		1.1	133.4	27.9	GB24-10a:LP-DIR-T	hargrave 2016-11-17 08:51:01	Gooseberry	8.21e-07	1.1200000000000001e-08	8.46e-09	7.809999999999998e-09	1	273	LT-T-Z:LP-DIR-T	3	g	GB24-10	GB24	pmagpy-3.8.9-2	GB24-10a	u	0	0	0.0	-90.0	373.0	GB24-10a:LP-DIR-T3
This study		1.5	126.7	27.3	GB24-10a:LP-DIR-T	hargrave 2016-11-28 00:04:57	Gooseberry	7.92e-07	1.56e-08	8.63e-09	1.24e-08	1	273	LT-T-Z:LP-DIR-T	4	g	GB24-10	GB24	pmagpy-3.8.9-2	GB24-10a	u	0	0	0.0	-90.0	473.0	GB24-10a:LP-DIR-T4
This study		1.0	131.8	25.9	GB24-10a:LP-DIR-T	hargrave 2016-12-09 21:28:17	Gooseberry	7.41e-07	6.43e-09	7.74e-09	9.620000000000001e-09	1	273	LT-T-Z:LP-DIR-T	5	g	GB24-10	GB24	pmagpy-3.8.9-2	GB24-10a	u	0	0	0.0	-90.0	573.0	GB24-10a:LP-DIR-T5
This study		2.0	130.0	26.1	GB24-10a:LP-DIR-T	hargrave 2016-12-10 15:52:50	Gooseberry	7.41e-07	1.92e-08	1.56e-08	8.34e-09	1	273	LT-T-Z:LP-DIR-T	6	g	GB24-10	GB24	pmagpy-3.8.9-2	GB24-10a	u	0	0	0.0	-90.0	573.0	GB24-10a:LP-DIR-T6
This study		2.3	125.6	25.5	GB24-10a:LP-DIR-T	hargrave 2017-01-08 14:59:44	Gooseberry	7.39e-07	1.1299999999999999e-08	1.2e-08	2.4700000000000003e-08	1	273	LT-T-Z:LP-DIR-T	7	g	GB24-10	GB24	pmagpy-3.8.9-2	GB24-10a	u	0	0	0.0	-90.0	623.0	GB24-10a:LP-DIR-T7
This study		1.9	127.7	25.5	GB24-10a:LP-DIR-T	hargrave 2017-01-11 21:16:08	Gooseberry	6.85e-07	1.3e-08	6.690000000000001e-09	1.74e-08	1	273	LT-T-Z:LP-DIR-T	8	g	GB24-10	GB24	pmagpy-3.8.9-2	GB24-10a	u	0	0	0.0	-90.0	673.0	GB24-10a:LP-DIR-T8
This study		1.4	127.3	26.0	GB24-10a:LP-DIR-T	hargrave 2017-01-19 08:19:01	Gooseberry	6.690000000000001e-07	1.07e-08	7.98e-09	1.02e-08	1	273	LT-T-Z:LP-DIR-T	9	g	GB24-10	GB24	pmagpy-3.8.9-2	GB24-10a	u	0	0	0.0	-90.0	698.0	GB24-10a:LP-DIR-T9
This study		2.3	126.8	26.4	GB24-10a:LP-DIR-T	hargrave 2017-01-20 12:34:11	Gooseberry	6.57e-07	2.08e-08	1.4e-08	1.01e-08	1	273	LT-T-Z:LP-DIR-T	10	g	GB24-10	GB24	pmagpy-3.8.9-2	GB24-10a	u	0	0	0.0	-90.0	723.0	GB24-10a:LP-DIR-T10
This study		1.5	129.2	26.6	GB24-10a:LP-DIR-T	hargrave 2017-01-21 12:29:11	Gooseberry	6.47e-07	1.3e-08	6.659999999999999e-09	9.88e-09	1	273	LT-T-Z:LP-DIR-T	11	g	GB24-10	GB24	pmagpy-3.8.9-2	GB24-10a	u	0	0	0.0	-90.0	748.0	GB24-10a:LP-DIR-T11
This study		1.8	132.3	26.2	GB24-10a:LP-DIR-T	hargrave 2017-01-23 11:37:56	Gooseberry	6.34e-07	1.3e-08	1.33e-08	8.23e-09	1	273	LT-T-Z:LP-DIR-T	12	g	GB24-10	GB24	pmagpy-3.8.9-2	GB24-10a	u	0	0	0.0	-90.0	773.0	GB24-10a:LP-DIR-T12
This study		3.0	128.6	26.7	GB24-10a:LP-DIR-T	hargrave 2017-02-01 22:43:42	Gooseberry	6.23e-07	2.32e-08	2.09e-08	1.04e-08	1	273	LT-T-Z:LP-DIR-T	13	g	GB24-10	GB24	pmagpy-3.8.9-2	GB24-10a	u	0	0	0.0	-90.0	798.0	GB24-10a:LP-DIR-T13
This study		1.2	128.3	26.4	GB24-10a:LP-DIR-T	hargrave 2017-02-06 20:08:07	Gooseberry	5.99e-07	9.02e-09	3.6099999999999997e-09	8.34e-09	1	273	LT-T-Z:LP-DIR-T	14	g	GB24-10	GB24	pmagpy-3.8.9-2	GB24-10a	u	0	0	0.0	-90.0	823.0	GB24-10a:LP-DIR-T14
This study		2.3	128.3	26.6	GB24-10a:LP-DIR-T	hargrave 2017-02-09 11:27:01	Gooseberry	5.91e-07	1.79e-08	1.2e-08	9.58e-09	1	273	LT-T-Z:LP-DIR-T	15	g	GB24-10	GB24	pmagpy-3.8.9-2	GB24-10a	u	0	0	0.0	-90.0	833.0	GB24-10a:LP-DIR-T15
This study		1.5	128.3	26.8	GB24-10a:LP-DIR-T	hargrave 2017-02-13 12:39:37	Gooseberry	5.61e-07	9.01e-09	6.920000000000002e-09	9.4e-09	1	273	LT-T-Z:LP-DIR-T	16	g	GB24-10	GB24	pmagpy-3.8.9-2	GB24-10a	u	0	0	0.0	-90.0	843.0	GB24-10a:LP-DIR-T16
This study		2.3	125.7	26.3	GB24-10a:LP-DIR-T	hargrave 2017-02-14 14:19:59	Gooseberry	5.36e-07	1.55e-08	1.33e-08	7.87e-09	1	273	LT-T-Z:LP-DIR-T	17	g	GB24-10	GB24	pmagpy-3.8.9-2	GB24-10a	u	0	0	0.0	-90.0	848.0	GB24-10a:LP-DIR-T17
This study		2.8	129.0	26.5	GB24-10a:LP-DIR-T	hargrave 2017-02-15 23:00:03	Gooseberry	5.2e-07	2.13e-08	1.26e-08	8.49e-09	1	273	LT-T-Z:LP-DIR-T	18	g	GB24-10	GB24	pmagpy-3.8.9-2	GB24-10a	u	0	0	0.0	-90.0	853.0	GB24-10a:LP-DIR-T18
This study		2.9	130.1	26.2	GB24-10a:LP-DIR-T	hargrave 2017-02-19 22:35:51	Gooseberry	4.6e-07	1.95e-08	1.1699999999999999e-08	6.8799999999999986e-09	1	273	LT-T-Z:LP-DIR-T	19	g	GB24-10	GB24	pmagpy-3.8.9-2	GB24-10a	u	0	0	0.0	-90.0	868.0	GB24-10a:LP-DIR-T19
This study		2.6	126.0	26.7	GB24-10a:LP-DIR-T	hargrave 2017-02-22 10:11:10	Gooseberry	3.6200000000000004e-07	1.1899999999999999e-08	8.35e-09	7.509999999999999e-09	1	273	LT-T-Z:LP-DIR-T	20	g	GB24-10	GB24	pmagpy-3.8.9-2	GB24-10a	u	0	0	0.0	-90.0	883.0	GB24-10a:LP-DIR-T20
This study		1.5	125.2	26.8	GB24-10a:LP-DIR-T	hargrave 2017-02-22 18:19:56	Gooseberry	2.3100000000000002e-07	3.2299999999999994e-09	2.7399999999999996e-09	4.26e-09	1	273	LT-T-Z:LP-DIR-T	21	g	GB24-10	GB24	pmagpy-3.8.9-2	GB24-10a	u	0	0	0.0	-90.0	898.0	GB24-10a:LP-DIR-T21
This study		1.7	126.3	26.6	GB24-10a:LP-DIR-T	hargrave 2017-02-28 11:05:51	Gooseberry	1.59e-07	2.37e-09	2.4e-09	3.3399999999999996e-09	1	273	LT-T-Z:LP-DIR-T	22	b	GB24-10	GB24	pmagpy-3.8.9-2	GB24-10a	u	0	0	0.0	-90.0	913.0	GB24-10a:LP-DIR-T22
This study		1.7	126.3	26.6	GB24-10a:LP-DIR-T	hargrave 2017-02-28 12:48:08	Gooseberry	1.59e-07	2.47e-09	2.4e-09	3.3399999999999996e-09	1	273	LT-T-Z:LP-DIR-T	23	g	GB24-10	GB24	pmagpy-3.8.9-2	GB24-10a	u	0	0	0.0	-90.0	913.0	GB24-10a:LP-DIR-T23
This study		2.6	127.8	27.1	GB24-10a:LP-DIR-T	hargrave 2017-03-03 13:54:29	Gooseberry	1.1699999999999999e-07	4.91e-09	1.93e-09	1.8600000000000002e-09	1	273	LT-T-Z:LP-DIR-T	24	g	GB24-10	GB24	pmagpy-3.8.9-2	GB24-10a	u	0	0	0.0	-90.0	928.0	GB24-10a:LP-DIR-T24
This study		5.1	130.0	26.6	GB24-10a:LP-DIR-T	hargrave 2017-03-07 19:48:13	Gooseberry	1.0300000000000001e-07	6.579999999999999e-09	6.15e-09	1.7300000000000004e-09	1	273	LT-T-Z:LP-DIR-T	25	g	GB24-10	GB24	pmagpy-3.8.9-2	GB24-10a	u	0	0	0.0	-90.0	938.0	GB24-10a:LP-DIR-T25
This study		3.1	128.0	26.2	GB24-10a:LP-DIR-T	hargrave 2017-03-08 16:21:58	Gooseberry	6.91e-08	2.8000000000000003e-09	2.32e-09	1.1699999999999999e-09	1	273	LT-T-Z:LP-DIR-T	26	g	GB24-10	GB24	pmagpy-3.8.9-2	GB24-10a	u	0	0	0.0	-90.0	948.0	GB24-10a:LP-DIR-T26
This study		2.5	125.0	25.7	GB24-10a:LP-DIR-T	hargrave 2017-03-14 11:06:06	Gooseberry	6.15e-08	1.7300000000000004e-09	1.7600000000000001e-09	1.19e-09	1	273	LT-T-Z:LP-DIR-T	27	g	GB24-10	GB24	pmagpy-3.8.9-2	GB24-10a	u	0	0	0.0	-90.0	953.0	GB24-10a:LP-DIR-T27
This study		2.0	124.0	9.6	GB24-1a:LP-DIR-T	hargrave 2016-09-02 08:47:10	Gooseberry	1.41e-06	3.35e-08	2.32e-08	3.02e-08	1	273	LT-NO:LP-DIR-T	1	g	GB24-1	GB24	pmagpy-3.8.9-2	GB24-1a	u	0	0	0.0	-90.0	273.0	GB24-1a:LP-DIR-T1
This study		3.3	124.9	8.7	GB24-1a:LP-DIR-T	hargrave 2016-11-11 14:06:39	Gooseberry	1.36e-06	1.78e-08	1.25e-08	7.7e-08	1	273	LT-LT-Z:LP-DIR-T	2	g	GB24-1	GB24	pmagpy-3.8.9-2	GB24-1a	u	0	0	0.0	-90.0	77.0	GB24-1a:LP-DIR-T2
This study		1.0	125.7	9.8	GB24-1a:LP-DIR-T	hargrave 2016-11-17 08:36:03	Gooseberry	1.36e-06	1.6399999999999998e-08	8.940000000000001e-09	1.47e-08	1	273	LT-T-Z:LP-DIR-T	3	g	GB24-1	GB24	pmagpy-3.8.9-2	GB24-1a	u	0	0	0.0	-90.0	373.0	GB24-1a:LP-DIR-T3
This study		1.3	124.2	9.4	GB24-1a:LP-DIR-T	hargrave 2016-11-27 23:47:54	Gooseberry	1.32e-06	1.8e-08	1.63e-08	1.74e-08	1	273	LT-T-Z:LP-DIR-T	4	g	GB24-1	GB24	pmagpy-3.8.9-2	GB24-1a	u	0	0	0.0	-90.0	473.0	GB24-1a:LP-DIR-T4
This study		0.8	130.7	10.3	GB24-1a:LP-DIR-T	hargrave 2016-12-09 21:11:23	Gooseberry	1.21e-06	2.67e-09	9.98e-09	1.56e-08	1	273	LT-T-Z:LP-DIR-T	5	g	GB24-1	GB24	pmagpy-3.8.9-2	GB24-1a	u	0	0	0.0	-90.0	573.0	GB24-1a:LP-DIR-T5
This study		5.2	125.8	9.8	GB24-1a:LP-DIR-T	hargrave 2016-12-10 15:34:35	Gooseberry	1.21e-06	8.74e-08	6.440000000000001e-08	2.0299999999999996e-08	1	273	LT-T-Z:LP-DIR-T	6	g	GB24-1	GB24	pmagpy-3.8.9-2	GB24-1a	u	0	0	0.0	-90.0	573.0	GB24-1a:LP-DIR-T6
This study		4.3	124.2	8.2	GB24-1a:LP-DIR-T	hargrave 2017-01-08 14:41:20	Gooseberry	1.12e-06	6.950000000000001e-08	4.43e-08	2.21e-08	1	273	LT-T-Z:LP-DIR-T	7	g	GB24-1	GB24	pmagpy-3.8.9-2	GB24-1a	u	0	0	0.0	-90.0	623.0	GB24-1a:LP-DIR-T7
This study		5.7	127.0	8.3	GB24-1a:LP-DIR-T	hargrave 2017-01-11 21:00:10	Gooseberry	1.07e-06	8.5e-08	6.28e-08	1.81e-08	1	273	LT-T-Z:LP-DIR-T	8	g	GB24-1	GB24	pmagpy-3.8.9-2	GB24-1a	u	0	0	0.0	-90.0	673.0	GB24-1a:LP-DIR-T8
This study		1.4	123.2	9.1	GB24-1a:LP-DIR-T	hargrave 2017-01-19 08:00:48	Gooseberry	1.03e-06	1.7e-08	1.3899999999999999e-08	1.48e-08	1	273	LT-T-Z:LP-DIR-T	9	g	GB24-1	GB24	pmagpy-3.8.9-2	GB24-1a	u	0	0	0.0	-90.0	698.0	GB24-1a:LP-DIR-T9
This study		3.1	123.5	9.7	GB24-1a:LP-DIR-T	hargrave 2017-01-20 12:16:58	Gooseberry	1e-06	4.0899999999999996e-08	3.18e-08	1.66e-08	1	273	LT-T-Z:LP-DIR-T	10	g	GB24-1	GB24	pmagpy-3.8.9-2	GB24-1a	u	0	0	0.0	-90.0	723.0	GB24-1a:LP-DIR-T10
This study		1.1	123.4	9.6	GB24-1a:LP-DIR-T	hargrave 2017-01-21 12:12:54	Gooseberry	9.740000000000001e-07	9.37e-09	6.7900000000000016e-09	1.57e-08	1	273	LT-T-Z:LP-DIR-T	11	g	GB24-1	GB24	pmagpy-3.8.9-2	GB24-1a	u	0	0	0.0	-90.0	748.0	GB24-1a:LP-DIR-T11
This study		2.3	129.1	9.1	GB24-1a:LP-DIR-T	hargrave 2017-01-23 09:31:24	Gooseberry	9.22e-07	2.44e-08	2.57e-08	1.3400000000000001e-08	1	273	LT-T-Z:LP-DIR-T	12	g	GB24-1	GB24	pmagpy-3.8.9-2	GB24-1a	u	0	0	0.0	-90.0	773.0	GB24-1a:LP-DIR-T12
This study		3.1	124.1	9.5	GB24-1a:LP-DIR-T	hargrave 2017-02-01 22:27:32	Gooseberry	8.64e-07	3.6e-08	2.7900000000000002e-08	1.38e-08	1	273	LT-T-Z:LP-DIR-T	13	g	GB24-1	GB24	pmagpy-3.8.9-2	GB24-1a	u	0	0	0.0	-90.0	798.0	GB24-1a:LP-DIR-T13
This study		2.1	124.5	9.6	GB24-1a:LP-DIR-T	hargrave 2017-02-06 19:55:42	Gooseberry	8.140000000000002e-07	2.2200000000000004e-08	1.59e-08	1.1899999999999999e-08	1	273	LT-T-Z:LP-DIR-T	14	g	GB24-1	GB24	pmagpy-3.8.9-2	GB24-1a	u	0	0	0.0	-90.0	823.0	GB24-1a:LP-DIR-T14
This study		2.1	124.2	9.5	GB24-1a:LP-DIR-T	hargrave 2017-02-09 11:13:19	Gooseberry	7.66e-07	2.04e-08	1.6799999999999998e-08	1.1299999999999999e-08	1	273	LT-T-Z:LP-DIR-T	15	g	GB24-1	GB24	pmagpy-3.8.9-2	GB24-1a	u	0	0	0.0	-90.0	833.0	GB24-1a:LP-DIR-T15
This study		2.1	120.5	9.2	GB24-1a:LP-DIR-T	hargrave 2017-02-13 12:23:23	Gooseberry	7.19e-07	1.96e-08	1.3e-08	1.14e-08	1	273	LT-T-Z:LP-DIR-T	16	g	GB24-1	GB24	pmagpy-3.8.9-2	GB24-1a	u	0	0	0.0	-90.0	843.0	GB24-1a:LP-DIR-T16
This study		1.1	121.6	9.0	GB24-1a:LP-DIR-T	hargrave 2017-02-14 14:02:56	Gooseberry	7.13e-07	7.53e-09	5.23e-09	1.09e-08	1	273	LT-T-Z:LP-DIR-T	17	g	GB24-1	GB24	pmagpy-3.8.9-2	GB24-1a	u	0	0	0.0	-90.0	848.0	GB24-1a:LP-DIR-T17
This study		1.1	121.4	9.1	GB24-1a:LP-DIR-T	hargrave 2017-02-15 22:42:55	Gooseberry	6.9e-07	6.709999999999999e-09	3.9200000000000005e-09	1.08e-08	1	273	LT-T-Z:LP-DIR-T	18	g	GB24-1	GB24	pmagpy-3.8.9-2	GB24-1a	u	0	0	0.0	-90.0	853.0	GB24-1a:LP-DIR-T18
This study		2.0	121.1	9.1	GB24-1a:LP-DIR-T	hargrave 2017-02-19 22:21:56	Gooseberry	6.41e-07	1.58e-08	1.23e-08	1.02e-08	1	273	LT-T-Z:LP-DIR-T	19	g	GB24-1	GB24	pmagpy-3.8.9-2	GB24-1a	u	0	0	0.0	-90.0	868.0	GB24-1a:LP-DIR-T19
This study		3.3	124.6	9.5	GB24-1a:LP-DIR-T	hargrave 2017-02-22 09:52:20	Gooseberry	5.58e-07	2.48e-08	1.97e-08	8.52e-09	1	273	LT-T-Z:LP-DIR-T	20	g	GB24-1	GB24	pmagpy-3.8.9-2	GB24-1a	u	0	0	0.0	-90.0	883.0	GB24-1a:LP-DIR-T20
This study		1.4	119.6	8.9	GB24-1a:LP-DIR-T	hargrave 2017-02-22 18:02:46	Gooseberry	4.5899999999999997e-07	6.659999999999999e-09	5.04e-09	8.040000000000001e-09	1	273	LT-T-Z:LP-DIR-T	21	g	GB24-1	GB24	pmagpy-3.8.9-2	GB24-1a	u	0	0	0.0	-90.0	898.0	GB24-1a:LP-DIR-T21
This study		5.5	121.0	9.7	GB24-1a:LP-DIR-T	hargrave 2017-02-28 10:48:17	Gooseberry	4.1e-07	3.26e-08	2.12e-08	7.52e-09	1	273	LT-T-Z:LP-DIR-T	22	b	GB24-1	GB24	pmagpy-3.8.9-2	GB24-1a	u	0	0	0.0	-90.0	913.0	GB24-1a:LP-DIR-T22
This study		5.4	120.8	9.9	GB24-1a:LP-DIR-T	hargrave 2017-02-28 12:30:45	Gooseberry	4.1e-07	3.17e-08	2.0699999999999997e-08	7.37e-09	1	273	LT-T-Z:LP-DIR-T	23	g	GB24-1	GB24	pmagpy-3.8.9-2	GB24-1a	u	0	0	0.0	-90.0	913.0	GB24-1a:LP-DIR-T23
This study		2.9	123.8	9.3	GB24-1a:LP-DIR-T	hargrave 2017-03-03 13:37:53	Gooseberry	3.38e-07	4.5e-09	3.939999999999999e-09	1.62e-08	1	273	LT-T-Z:LP-DIR-T	24	g	GB24-1	GB24	pmagpy-3.8.9-2	GB24-1a	u	0	0	0.0	-90.0	928.0	GB24-1a:LP-DIR-T24
This study		4.6	124.5	8.6	GB24-1a:LP-DIR-T	hargrave 2017-03-07 19:30:33	Gooseberry	3e-07	1.8700000000000002e-08	1.42e-08	6.0199999999999995e-09	1	273	LT-T-Z:LP-DIR-T	25	g	GB24-1	GB24	pmagpy-3.8.9-2	GB24-1a	u	0	0	0.0	-90.0	938.0	GB24-1a:LP-DIR-T25
This study		2.9	124.0	8.4	GB24-1a:LP-DIR-T	hargrave 2017-03-08 16:04:50	Gooseberry	2.56e-07	9.85e-09	7.2e-09	4.0600000000000005e-09	1	273	LT-T-Z:LP-DIR-T	26	g	GB24-1	GB24	pmagpy-3.8.9-2	GB24-1a	u	0	0	0.0	-90.0	948.0	GB24-1a:LP-DIR-T26
This study		3.6	124.5	10.9	GB24-1a:LP-DIR-T	hargrave 2017-03-14 10:49:41	Gooseberry	1.57e-07	6.1199999999999995e-09	4.42e-09	6.659999999999999e-09	1	273	LT-T-Z:LP-DIR-T	27	g	GB24-1	GB24	pmagpy-3.8.9-2	GB24-1a	u	0	0	0.0	-90.0	953.0	GB24-1a:LP-DIR-T27
This study		3.9	124.5	51.7	GB24-2a:LP-DIR-T	hargrave 2016-09-02 08:52:39	Gooseberry	2.17e-06	1.31e-07	6.79e-08	3.44e-08	1	273	LT-NO:LP-DIR-T	1	g	GB24-2	GB24	pmagpy-3.8.9-2	GB24-2a	u	0	0	0.0	-90.0	273.0	GB24-2a:LP-DIR-T1
This study		2.7	116.3	52.6	GB24-2a:LP-DIR-T	hargrave 2016-11-11 14:09:21	Gooseberry	2.13e-06	7.68e-08	6.33e-08	2.58e-08	1	273	LT-LT-Z:LP-DIR-T	2	g	GB24-2	GB24	pmagpy-3.8.9-2	GB24-2a	u	0	0	0.0	-90.0	77.0	GB24-2a:LP-DIR-T2
This study		1.2	121.0	52.5	GB24-2a:LP-DIR-T	hargrave 2016-11-17 08:37:31	Gooseberry	2.12e-06	3.7e-08	2.84e-08	1.38e-08	1	273	LT-T-Z:LP-DIR-T	3	g	GB24-2	GB24	pmagpy-3.8.9-2	GB24-2a	u	0	0	0.0	-90.0	373.0	GB24-2a:LP-DIR-T3
This study		2.9	122.2	52.9	GB24-2a:LP-DIR-T	hargrave 2016-11-27 23:49:36	Gooseberry	2.05e-06	9.02e-08	4.6799999999999996e-08	2.2200000000000004e-08	1	273	LT-T-Z:LP-DIR-T	4	g	GB24-2	GB24	pmagpy-3.8.9-2	GB24-2a	u	0	0	0.0	-90.0	473.0	GB24-2a:LP-DIR-T4
This study		1.4	112.1	52.8	GB24-2a:LP-DIR-T	hargrave 2016-12-09 21:13:25	Gooseberry	1.8e-06	2.93e-08	2.5099999999999996e-08	2.18e-08	1	273	LT-T-Z:LP-DIR-T	5	g	GB24-2	GB24	pmagpy-3.8.9-2	GB24-2a	u	0	0	0.0	-90.0	573.0	GB24-2a:LP-DIR-T5
This study		4.5	118.7	52.8	GB24-2a:LP-DIR-T	hargrave 2016-12-10 15:36:32	Gooseberry	1.8e-06	1.23e-07	6.68e-08	1.6e-08	1	273	LT-T-Z:LP-DIR-T	6	g	GB24-2	GB24	pmagpy-3.8.9-2	GB24-2a	u	0	0	0.0	-90.0	573.0	GB24-2a:LP-DIR-T6
This study		3.7	115.9	52.0	GB24-2a:LP-DIR-T	hargrave 2017-01-08 14:44:08	Gooseberry	1.67e-06	7.15e-08	7.35e-08	3.87e-08	1	273	LT-T-Z:LP-DIR-T	7	g	GB24-2	GB24	pmagpy-3.8.9-2	GB24-2a	u	0	0	0.0	-90.0	623.0	GB24-2a:LP-DIR-T7
This study		2.2	118.6	51.5	GB24-2a:LP-DIR-T	hargrave 2017-01-11 21:01:53	Gooseberry	1.58e-06	5.33e-08	2.2400000000000002e-08	2.16e-08	1	273	LT-T-Z:LP-DIR-T	8	g	GB24-2	GB24	pmagpy-3.8.9-2	GB24-2a	u	0	0	0.0	-90.0	673.0	GB24-2a:LP-DIR-T8
This study		1.8	119.8	52.3	GB24-2a:LP-DIR-T	hargrave 2017-01-19 08:02:44	Gooseberry	1.51e-06	3.73e-08	2.81e-08	1.1000000000000001e-08	1	273	LT-T-Z:LP-DIR-T	9	g	GB24-2	GB24	pmagpy-3.8.9-2	GB24-2a	u	0	0	0.0	-90.0	698.0	GB24-2a:LP-DIR-T9
This study		1.5	119.3	52.8	GB24-2a:LP-DIR-T	hargrave 2017-01-20 12:18:34	Gooseberry	1.46e-06	2.65e-08	2.23e-08	1.78e-08	1	273	LT-T-Z:LP-DIR-T	10	g	GB24-2	GB24	pmagpy-3.8.9-2	GB24-2a	u	0	0	0.0	-90.0	723.0	GB24-2a:LP-DIR-T10
This study		1.7	120.6	52.9	GB24-2a:LP-DIR-T	hargrave 2017-01-21 12:14:31	Gooseberry	1.41e-06	2.9100000000000002e-08	2.5899999999999997e-08	1.88e-08	1	273	LT-T-Z:LP-DIR-T	11	g	GB24-2	GB24	pmagpy-3.8.9-2	GB24-2a	u	0	0	0.0	-90.0	748.0	GB24-2a:LP-DIR-T11
This study		1.7	118.5	52.3	GB24-2a:LP-DIR-T	hargrave 2017-01-23 09:33:21	Gooseberry	1.33e-06	3.47e-08	2.09e-08	9.8e-09	1	273	LT-T-Z:LP-DIR-T	12	g	GB24-2	GB24	pmagpy-3.8.9-2	GB24-2a	u	0	0	0.0	-90.0	773.0	GB24-2a:LP-DIR-T12
This study		3.5	120.8	53.0	GB24-2a:LP-DIR-T	hargrave 2017-02-01 22:29:07	Gooseberry	1.25e-06	6.02e-08	4.36e-08	1.59e-08	1	273	LT-T-Z:LP-DIR-T	13	g	GB24-2	GB24	pmagpy-3.8.9-2	GB24-2a	u	0	0	0.0	-90.0	798.0	GB24-2a:LP-DIR-T13
This study		1.6	117.1	52.8	GB24-2a:LP-DIR-T	hargrave 2017-02-06 19:57:17	Gooseberry	1.18e-06	2.2400000000000002e-08	2.0699999999999997e-08	1.76e-08	1	273	LT-T-Z:LP-DIR-T	14	g	GB24-2	GB24	pmagpy-3.8.9-2	GB24-2a	u	0	0	0.0	-90.0	823.0	GB24-2a:LP-DIR-T14
This study		1.5	119.0	53.1	GB24-2a:LP-DIR-T	hargrave 2017-02-09 11:14:29	Gooseberry	1.1e-06	2.15e-08	1.3e-08	1.6100000000000002e-08	1	273	LT-T-Z:LP-DIR-T	15	g	GB24-2	GB24	pmagpy-3.8.9-2	GB24-2a	u	0	0	0.0	-90.0	833.0	GB24-2a:LP-DIR-T15
This study		1.6	118.4	53.1	GB24-2a:LP-DIR-T	hargrave 2017-02-13 12:24:49	Gooseberry	1.03e-06	1.95e-08	1.48e-08	1.57e-08	1	273	LT-T-Z:LP-DIR-T	16	g	GB24-2	GB24	pmagpy-3.8.9-2	GB24-2a	u	0	0	0.0	-90.0	843.0	GB24-2a:LP-DIR-T16
This study		4.1	118.8	52.7	GB24-2a:LP-DIR-T	hargrave 2017-02-14 14:04:49	Gooseberry	1.01e-06	6.14e-08	3.93e-08	1.18e-08	1	273	LT-T-Z:LP-DIR-T	17	g	GB24-2	GB24	pmagpy-3.8.9-2	GB24-2a	u	0	0	0.0	-90.0	848.0	GB24-2a:LP-DIR-T17
This study		2.2	115.5	53.1	GB24-2a:LP-DIR-T	hargrave 2017-02-15 22:44:30	Gooseberry	9.82e-07	3.02e-08	1.94e-08	1.4299999999999999e-08	1	273	LT-T-Z:LP-DIR-T	18	g	GB24-2	GB24	pmagpy-3.8.9-2	GB24-2a	u	0	0	0.0	-90.0	853.0	GB24-2a:LP-DIR-T18
This study		1.6	117.9	52.4	GB24-2a:LP-DIR-T	hargrave 2017-02-19 22:23:42	Gooseberry	8.92e-07	1.82e-08	1.44e-08	1.24e-08	1	273	LT-T-Z:LP-DIR-T	19	g	GB24-2	GB24	pmagpy-3.8.9-2	GB24-2a	u	0	0	0.0	-90.0	868.0	GB24-2a:LP-DIR-T19
This study		5.2	119.8	52.8	GB24-2a:LP-DIR-T	hargrave 2017-02-22 09:54:13	Gooseberry	7.09e-07	5.54e-08	3.24e-08	8.73e-09	1	273	LT-T-Z:LP-DIR-T	20	g	GB24-2	GB24	pmagpy-3.8.9-2	GB24-2a	u	0	0	0.0	-90.0	883.0	GB24-2a:LP-DIR-T20
This study		1.5	118.8	52.7	GB24-2a:LP-DIR-T	hargrave 2017-02-22 18:04:13	Gooseberry	4.879999999999999e-07	9.07e-09	7.42e-09	6.34e-09	1	273	LT-T-Z:LP-DIR-T	21	g	GB24-2	GB24	pmagpy-3.8.9-2	GB24-2a	u	0	0	0.0	-90.0	898.0	GB24-2a:LP-DIR-T21
This study		1.7	120.0	53.0	GB24-2a:LP-DIR-T	hargrave 2017-02-28 10:49:45	Gooseberry	3.94e-07	7.62e-09	6.55e-09	6.73e-09	1	273	LT-T-Z:LP-DIR-T	22	b	GB24-2	GB24	pmagpy-3.8.9-2	GB24-2a	u	0	0	0.0	-90.0	913.0	GB24-2a:LP-DIR-T22
