tab	specimens
analysts	citations	dir_alpha95	dir_comp	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_comps	dir_n_measurements	dir_tilt_correction	experiments	instrument_codes	int_corr	location	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	sample	site	software_packages	specimen	weight
	This study		HT	2.4	297.0	42.6	3.2	1	19	100	GB16-3a:LP-DIR-T	hargrave 2017-02-14 22:07:04	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB16-3	GB16	pmagpy-3.8.9-2: demag_gui.v.3.0	GB16-3a	0.001
	This study		HT	0.3	131.1	29.4	2.9	1	19	-1	GB16-4a:LP-DIR-T	hargrave 2017-02-14 22:08:29	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB16-4	GB16	pmagpy-3.8.9-2: demag_gui.v.3.0	GB16-4a	0.001
	This study		HT	0.3	289.6	34.5	2.9	1	19	0	GB16-4a:LP-DIR-T	hargrave 2017-02-14 22:08:29	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB16-4	GB16	pmagpy-3.8.9-2: demag_gui.v.3.0	GB16-4a	0.001
	This study		HT	0.3	289.4	44.0	2.9	1	19	100	GB16-4a:LP-DIR-T	hargrave 2017-02-14 22:08:29	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB16-4	GB16	pmagpy-3.8.9-2: demag_gui.v.3.0	GB16-4a	0.001
	This study		HT	1.9	273.9	35.1	3.5	1	19	-1	GB16-5a:LP-DIR-T	hargrave 2017-02-14 22:09:55	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB16-5	GB16	pmagpy-3.8.9-2: demag_gui.v.3.0	GB16-5a	0.001
	This study		HT	1.9	297.7	31.7	3.5	1	19	0	GB16-5a:LP-DIR-T	hargrave 2017-02-14 22:09:55	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB16-5	GB16	pmagpy-3.8.9-2: demag_gui.v.3.0	GB16-5a	0.001
	This study		HT	1.9	298.6	41.1	3.5	1	19	100	GB16-5a:LP-DIR-T	hargrave 2017-02-14 22:09:55	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB16-5	GB16	pmagpy-3.8.9-2: demag_gui.v.3.0	GB16-5a	0.001
	This study		HT	1.1	223.1	10.6	5.6	1	19	-1	GB16-6a:LP-DIR-T	hargrave 2017-02-14 22:12:40	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB16-6	GB16	pmagpy-3.8.9-2: demag_gui.v.3.0	GB16-6a	0.001
	This study		HT	1.1	296.9	29.3	5.6	1	19	0	GB16-6a:LP-DIR-T	hargrave 2017-02-14 22:12:40	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB16-6	GB16	pmagpy-3.8.9-2: demag_gui.v.3.0	GB16-6a	0.001
	This study		HT	1.1	297.6	38.7	5.6	1	19	100	GB16-6a:LP-DIR-T	hargrave 2017-02-14 22:12:40	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB16-6	GB16	pmagpy-3.8.9-2: demag_gui.v.3.0	GB16-6a	0.001
	This study		HT	1.7	176.4	3.8	3.4	1	19	-1	GB16-7a:LP-DIR-T	hargrave 2017-02-14 22:14:08	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB16-7	GB16	pmagpy-3.8.9-2: demag_gui.v.3.0	GB16-7a	0.001
	This study		HT	1.7	292.3	31.7	3.4	1	19	0	GB16-7a:LP-DIR-T	hargrave 2017-02-14 22:14:08	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB16-7	GB16	pmagpy-3.8.9-2: demag_gui.v.3.0	GB16-7a	0.001
	This study		HT	1.7	292.5	41.2	3.4	1	19	100	GB16-7a:LP-DIR-T	hargrave 2017-02-14 22:14:08	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB16-7	GB16	pmagpy-3.8.9-2: demag_gui.v.3.0	GB16-7a	0.001
	This study		HT	0.4	223.0	-27.6	3.0	1	19	-1	GB16-8a:LP-DIR-T	hargrave 2017-02-14 22:15:41	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB16-8	GB16	pmagpy-3.8.9-2: demag_gui.v.3.0	GB16-8a	0.001
	This study		HT	0.4	296.5	28.3	3.0	1	19	0	GB16-8a:LP-DIR-T	hargrave 2017-02-14 22:15:41	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB16-8	GB16	pmagpy-3.8.9-2: demag_gui.v.3.0	GB16-8a	0.001
	This study		HT	0.4	297.1	37.7	3.0	1	19	100	GB16-8a:LP-DIR-T	hargrave 2017-02-14 22:15:41	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB16-8	GB16	pmagpy-3.8.9-2: demag_gui.v.3.0	GB16-8a	0.001
	This study		HT	0.7	63.6	47.1	2.4	1	19	-1	GB17-1a:LP-DIR-T	hargrave 2017-02-14 22:17:17	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB17-1	GB17	pmagpy-3.8.9-2: demag_gui.v.3.0	GB17-1a	0.001
	This study		HT	0.7	304.0	33.8	2.4	1	19	0	GB17-1a:LP-DIR-T	hargrave 2017-02-14 22:17:17	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB17-1	GB17	pmagpy-3.8.9-2: demag_gui.v.3.0	GB17-1a	0.001
	This study		HT	0.7	305.9	43.0	2.4	1	19	100	GB17-1a:LP-DIR-T	hargrave 2017-02-14 22:17:17	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB17-1	GB17	pmagpy-3.8.9-2: demag_gui.v.3.0	GB17-1a	0.001
	This study		HT	0.4	80.1	41.8	2.2	1	19	-1	GB17-2a:LP-DIR-T	hargrave 2017-02-14 22:19:17	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB17-2	GB17	pmagpy-3.8.9-2: demag_gui.v.3.0	GB17-2a	0.001
	This study		HT	0.4	301.7	35.1	2.2	1	19	0	GB17-2a:LP-DIR-T	hargrave 2017-02-14 22:19:17	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB17-2	GB17	pmagpy-3.8.9-2: demag_gui.v.3.0	GB17-2a	0.001
	This study		HT	0.4	303.3	44.4	2.2	1	19	100	GB17-2a:LP-DIR-T	hargrave 2017-02-14 22:19:17	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB17-2	GB17	pmagpy-3.8.9-2: demag_gui.v.3.0	GB17-2a	0.001
	This study		HT	0.2	64.3	40.7	2.2	1	19	-1	GB17-4a:LP-DIR-T	hargrave 2017-02-14 22:20:55	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB17-4	GB17	pmagpy-3.8.9-2: demag_gui.v.3.0	GB17-4a	0.001
	This study		HT	0.2	295.8	37.4	2.2	1	19	0	GB17-4a:LP-DIR-T	hargrave 2017-02-14 22:20:55	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB17-4	GB17	pmagpy-3.8.9-2: demag_gui.v.3.0	GB17-4a	0.001
	This study		HT	0.2	296.6	46.9	2.2	1	19	100	GB17-4a:LP-DIR-T	hargrave 2017-02-14 22:20:55	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB17-4	GB17	pmagpy-3.8.9-2: demag_gui.v.3.0	GB17-4a	0.001
	This study		HT	0.9	183.7	-31.2	3.2	1	19	-1	GB17-5a:LP-DIR-T	hargrave 2017-02-14 22:22:30	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB17-5	GB17	pmagpy-3.8.9-2: demag_gui.v.3.0	GB17-5a	0.001
	This study		HT	0.9	299.5	36.7	3.2	1	19	0	GB17-5a:LP-DIR-T	hargrave 2017-02-14 22:22:30	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB17-5	GB17	pmagpy-3.8.9-2: demag_gui.v.3.0	GB17-5a	0.001
	This study		HT	0.9	300.9	46.1	3.2	1	19	100	GB17-5a:LP-DIR-T	hargrave 2017-02-14 22:22:30	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB17-5	GB17	pmagpy-3.8.9-2: demag_gui.v.3.0	GB17-5a	0.001
	This study		HT	0.9	302.0	-52.5	2.4	1	19	-1	GB17-6a:LP-DIR-T	hargrave 2017-02-14 22:24:01	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	b	GB17-6	GB17	pmagpy-3.8.9-2: demag_gui.v.3.0	GB17-6a	0.001
	This study		HT	0.9	308.4	-12.1	2.4	1	19	0	GB17-6a:LP-DIR-T	hargrave 2017-02-14 22:24:01	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	b	GB17-6	GB17	pmagpy-3.8.9-2: demag_gui.v.3.0	GB17-6a	0.001
	This study		HT	0.9	308.0	-3.0	2.4	1	19	100	GB17-6a:LP-DIR-T	hargrave 2017-02-14 22:24:01	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	b	GB17-6	GB17	pmagpy-3.8.9-2: demag_gui.v.3.0	GB17-6a	0.001
	This study		HT	0.5	171.4	-28.0	3.0	1	19	-1	GB17-7a:LP-DIR-T	hargrave 2017-02-14 22:25:28	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB17-7	GB17	pmagpy-3.8.9-2: demag_gui.v.3.0	GB17-7a	0.001
	This study		HT	0.5	299.1	36.3	3.0	1	19	0	GB17-7a:LP-DIR-T	hargrave 2017-02-14 22:25:28	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB17-7	GB17	pmagpy-3.8.9-2: demag_gui.v.3.0	GB17-7a	0.001
	This study		HT	0.5	300.4	45.7	3.0	1	19	100	GB17-7a:LP-DIR-T	hargrave 2017-02-14 22:25:28	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB17-7	GB17	pmagpy-3.8.9-2: demag_gui.v.3.0	GB17-7a	0.001
	This study		HT	1.5	185.2	-18.9	3.5	1	19	-1	GB17-8a:LP-DIR-T	hargrave 2017-02-14 22:26:54	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB17-8	GB17	pmagpy-3.8.9-2: demag_gui.v.3.0	GB17-8a	0.001
	This study		HT	1.5	296.1	41.9	3.5	1	19	0	GB17-8a:LP-DIR-T	hargrave 2017-02-14 22:26:54	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB17-8	GB17	pmagpy-3.8.9-2: demag_gui.v.3.0	GB17-8a	0.001
	This study		HT	1.5	297.1	51.3	3.5	1	19	100	GB17-8a:LP-DIR-T	hargrave 2017-02-14 22:26:54	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB17-8	GB17	pmagpy-3.8.9-2: demag_gui.v.3.0	GB17-8a	0.001
	This study		HT	2.1	179.7	-28.3	2.7	1	19	-1	GB18-2a:LP-DIR-T	hargrave 2017-02-14 22:29:39	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB18-2	GB18	pmagpy-3.8.9-2: demag_gui.v.3.0	GB18-2a	0.001
	This study		HT	2.1	308.5	32.7	2.7	1	19	0	GB18-2a:LP-DIR-T	hargrave 2017-02-14 22:29:39	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB18-2	GB18	pmagpy-3.8.9-2: demag_gui.v.3.0	GB18-2a	0.001
	This study		HT	2.1	310.9	41.7	2.7	1	19	100	GB18-2a:LP-DIR-T	hargrave 2017-02-14 22:29:39	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB18-2	GB18	pmagpy-3.8.9-2: demag_gui.v.3.0	GB18-2a	0.001
	This study		HT	2.6	231.6	-2.2	2.8	1	19	-1	GB18-3a:LP-DIR-T	hargrave 2017-02-14 22:31:10	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB18-3	GB18	pmagpy-3.8.9-2: demag_gui.v.3.0	GB18-3a	0.001
	This study		HT	2.6	310.2	32.8	2.8	1	19	0	GB18-3a:LP-DIR-T	hargrave 2017-02-14 22:31:10	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB18-3	GB18	pmagpy-3.8.9-2: demag_gui.v.3.0	GB18-3a	0.001
	This study		HT	2.6	312.8	41.6	2.8	1	19	100	GB18-3a:LP-DIR-T	hargrave 2017-02-14 22:31:10	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB18-3	GB18	pmagpy-3.8.9-2: demag_gui.v.3.0	GB18-3a	0.001
	This study		HT	4.6	210.2	-42.8	3.8	1	19	-1	GB18-4a:LP-DIR-T	hargrave 2017-02-14 22:32:45	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	b	GB18-4	GB18	pmagpy-3.8.9-2: demag_gui.v.3.0	GB18-4a	0.001
	This study		HT	4.6	284.9	16.7	3.8	1	19	0	GB18-4a:LP-DIR-T	hargrave 2017-02-14 22:32:45	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	b	GB18-4	GB18	pmagpy-3.8.9-2: demag_gui.v.3.0	GB18-4a	0.001
	This study		HT	4.6	284.6	26.2	3.8	1	19	100	GB18-4a:LP-DIR-T	hargrave 2017-02-14 22:32:45	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	b	GB18-4	GB18	pmagpy-3.8.9-2: demag_gui.v.3.0	GB18-4a	0.001
	This study		HT	3.2	206.2	-43.2	3.3	1	19	-1	GB18-5a:LP-DIR-T	hargrave 2017-02-14 22:34:41	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB18-5	GB18	pmagpy-3.8.9-2: demag_gui.v.3.0	GB18-5a	0.001
	This study		HT	3.2	307.7	31.7	3.3	1	19	0	GB18-5a:LP-DIR-T	hargrave 2017-02-14 22:34:41	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB18-5	GB18	pmagpy-3.8.9-2: demag_gui.v.3.0	GB18-5a	0.001
	This study		HT	3.2	309.9	40.7	3.3	1	19	100	GB18-5a:LP-DIR-T	hargrave 2017-02-14 22:34:41	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB18-5	GB18	pmagpy-3.8.9-2: demag_gui.v.3.0	GB18-5a	0.001
	This study		HT	5.5	191.8	12.4	4.1	1	19	-1	GB18-6a:LP-DIR-T	hargrave 2017-02-14 22:36:18	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB18-6	GB18	pmagpy-3.8.9-2: demag_gui.v.3.0	GB18-6a	0.001
	This study		HT	5.5	304.6	29.9	4.1	1	19	0	GB18-6a:LP-DIR-T	hargrave 2017-02-14 22:36:18	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB18-6	GB18	pmagpy-3.8.9-2: demag_gui.v.3.0	GB18-6a	0.001
	This study		HT	5.5	306.2	39.1	4.1	1	19	100	GB18-6a:LP-DIR-T	hargrave 2017-02-14 22:36:18	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB18-6	GB18	pmagpy-3.8.9-2: demag_gui.v.3.0	GB18-6a	0.001
	This study		HT	4.9	193.7	17.4	4.6	1	19	-1	GB18-7a:LP-DIR-T	hargrave 2017-02-14 22:37:50	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB18-7	GB18	pmagpy-3.8.9-2: demag_gui.v.3.0	GB18-7a	0.001
	This study		HT	4.9	294.7	31.9	4.6	1	19	0	GB18-7a:LP-DIR-T	hargrave 2017-02-14 22:37:50	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB18-7	GB18	pmagpy-3.8.9-2: demag_gui.v.3.0	GB18-7a	0.001
	This study		HT	4.9	295.2	41.4	4.6	1	19	100	GB18-7a:LP-DIR-T	hargrave 2017-02-14 22:37:50	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB18-7	GB18	pmagpy-3.8.9-2: demag_gui.v.3.0	GB18-7a	0.001
	This study		HT	3.4	220.7	0.7	6.6	1	19	-1	GB18-8a:LP-DIR-T	hargrave 2017-02-14 22:39:20	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB18-8	GB18	pmagpy-3.8.9-2: demag_gui.v.3.0	GB18-8a	0.001
	This study		HT	3.4	303.1	36.6	6.6	1	19	0	GB18-8a:LP-DIR-T	hargrave 2017-02-14 22:39:20	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB18-8	GB18	pmagpy-3.8.9-2: demag_gui.v.3.0	GB18-8a	0.001
	This study		HT	3.4	305.0	45.9	6.6	1	19	100	GB18-8a:LP-DIR-T	hargrave 2017-02-14 22:39:20	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB18-8	GB18	pmagpy-3.8.9-2: demag_gui.v.3.0	GB18-8a	0.001
	This study		HT	0.2	163.6	27.1	2.3	1	19	-1	GB19-1a:LP-DIR-T	hargrave 2017-02-14 22:40:45	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB19-1	GB19	pmagpy-3.8.9-2: demag_gui.v.3.0	GB19-1a	0.001
	This study		HT	0.2	298.6	34.8	2.3	1	19	0	GB19-1a:LP-DIR-T	hargrave 2017-02-14 22:40:45	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB19-1	GB19	pmagpy-3.8.9-2: demag_gui.v.3.0	GB19-1a	0.001
	This study		HT	0.2	299.7	44.2	2.3	1	19	100	GB19-1a:LP-DIR-T	hargrave 2017-02-14 22:40:45	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB19-1	GB19	pmagpy-3.8.9-2: demag_gui.v.3.0	GB19-1a	0.001
	This study		HT	0.2	172.8	18.7	1.9	1	19	-1	GB19-2a:LP-DIR-T	hargrave 2017-02-14 22:42:11	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB19-2	GB19	pmagpy-3.8.9-2: demag_gui.v.3.0	GB19-2a	0.001
	This study		HT	0.2	297.4	36.5	1.9	1	19	0	GB19-2a:LP-DIR-T	hargrave 2017-02-14 22:42:11	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB19-2	GB19	pmagpy-3.8.9-2: demag_gui.v.3.0	GB19-2a	0.001
	This study		HT	0.2	298.4	46.0	1.9	1	19	100	GB19-2a:LP-DIR-T	hargrave 2017-02-14 22:42:11	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB19-2	GB19	pmagpy-3.8.9-2: demag_gui.v.3.0	GB19-2a	0.001
	This study		HT	0.6	105.7	31.9	2.2	1	19	-1	GB19-3a:LP-DIR-T	hargrave 2017-02-14 22:43:39	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB19-3	GB19	pmagpy-3.8.9-2: demag_gui.v.3.0	GB19-3a	0.001
	This study		HT	0.6	295.6	35.1	2.2	1	19	0	GB19-3a:LP-DIR-T	hargrave 2017-02-14 22:43:39	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB19-3	GB19	pmagpy-3.8.9-2: demag_gui.v.3.0	GB19-3a	0.001
	This study		HT	0.6	296.4	44.5	2.2	1	19	100	GB19-3a:LP-DIR-T	hargrave 2017-02-14 22:43:39	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB19-3	GB19	pmagpy-3.8.9-2: demag_gui.v.3.0	GB19-3a	0.001
	This study		HT	0.7	88.0	52.9	1.5	1	19	-1	GB19-4a:LP-DIR-T	hargrave 2017-02-14 22:46:28	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB19-4	GB19	pmagpy-3.8.9-2: demag_gui.v.3.0	GB19-4a	0.001
	This study		HT	0.7	296.3	36.0	1.5	1	19	0	GB19-4a:LP-DIR-T	hargrave 2017-02-14 22:46:28	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB19-4	GB19	pmagpy-3.8.9-2: demag_gui.v.3.0	GB19-4a	0.001
	This study		HT	0.7	297.1	45.5	1.5	1	19	100	GB19-4a:LP-DIR-T	hargrave 2017-02-14 22:46:28	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB19-4	GB19	pmagpy-3.8.9-2: demag_gui.v.3.0	GB19-4a	0.001
	This study		HT	0.4	135.4	27.2	2.3	1	19	-1	GB19-5a:LP-DIR-T	hargrave 2017-02-14 22:48:01	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB19-5	GB19	pmagpy-3.8.9-2: demag_gui.v.3.0	GB19-5a	0.001
	This study		HT	0.4	301.9	34.1	2.3	1	19	0	GB19-5a:LP-DIR-T	hargrave 2017-02-14 22:48:01	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB19-5	GB19	pmagpy-3.8.9-2: demag_gui.v.3.0	GB19-5a	0.001
	This study		HT	0.4	303.4	43.4	2.3	1	19	100	GB19-5a:LP-DIR-T	hargrave 2017-02-14 22:48:01	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB19-5	GB19	pmagpy-3.8.9-2: demag_gui.v.3.0	GB19-5a	0.001
	This study		HT	1.2	115.0	28.6	2.7	1	19	-1	GB19-6a:LP-DIR-T	hargrave 2017-02-14 22:49:37	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB19-6	GB19	pmagpy-3.8.9-2: demag_gui.v.3.0	GB19-6a	0.001
	This study		HT	1.2	296.2	33.4	2.7	1	19	0	GB19-6a:LP-DIR-T	hargrave 2017-02-14 22:49:37	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB19-6	GB19	pmagpy-3.8.9-2: demag_gui.v.3.0	GB19-6a	0.001
	This study		HT	1.2	296.9	42.8	2.7	1	19	100	GB19-6a:LP-DIR-T	hargrave 2017-02-14 22:49:37	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB19-6	GB19	pmagpy-3.8.9-2: demag_gui.v.3.0	GB19-6a	0.001
	This study		HT	0.2	293.3	42.7	1.6	1	19	-1	GB19-7a:LP-DIR-T	hargrave 2017-02-14 22:51:34	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB19-7	GB19	pmagpy-3.8.9-2: demag_gui.v.3.0	GB19-7a	0.001
	This study		HT	0.2	302.2	34.8	1.6	1	19	0	GB19-7a:LP-DIR-T	hargrave 2017-02-14 22:51:34	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB19-7	GB19	pmagpy-3.8.9-2: demag_gui.v.3.0	GB19-7a	0.001
	This study		HT	0.2	303.8	44.1	1.6	1	19	100	GB19-7a:LP-DIR-T	hargrave 2017-02-14 22:51:34	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB19-7	GB19	pmagpy-3.8.9-2: demag_gui.v.3.0	GB19-7a	0.001
	This study		HT	0.2	302.4	49.5	2.0	1	19	-1	GB19-8a:LP-DIR-T	hargrave 2017-02-14 22:53:12	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB19-8	GB19	pmagpy-3.8.9-2: demag_gui.v.3.0	GB19-8a	0.001
	This study		HT	0.2	299.1	37.2	2.0	1	19	0	GB19-8a:LP-DIR-T	hargrave 2017-02-14 22:53:12	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB19-8	GB19	pmagpy-3.8.9-2: demag_gui.v.3.0	GB19-8a	0.001
	This study		HT	0.2	300.5	46.6	2.0	1	19	100	GB19-8a:LP-DIR-T	hargrave 2017-02-14 22:53:12	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB19-8	GB19	pmagpy-3.8.9-2: demag_gui.v.3.0	GB19-8a	0.001
	This study		HT	0.5	228.9	11.1	2.6	1	19	-1	GB2-1a:LP-DIR-T	hargrave 2016-11-15 18:21:53	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB2-1	GB2	pmagpy-3.8.9-2: demag_gui.v.3.0	GB2-1a	0.001
	This study		HT	0.5	299.1	36.3	2.6	1	19	0	GB2-1a:LP-DIR-T	hargrave 2016-11-15 18:21:53	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB2-1	GB2	pmagpy-3.8.9-2: demag_gui.v.3.0	GB2-1a	0.001
	This study		HT	0.5	300.4	45.7	2.6	1	19	100	GB2-1a:LP-DIR-T	hargrave 2016-11-15 18:21:53	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB2-1	GB2	pmagpy-3.8.9-2: demag_gui.v.3.0	GB2-1a	0.001
	This study		HT	0.5	226.6	10.4	2.2	1	18	-1	GB2-2a:LP-DIR-T	hargrave 2016-11-15 18:23:31	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB2-2	GB2	pmagpy-3.8.9-2: demag_gui.v.3.0	GB2-2a	0.001
	This study		HT	0.5	298.7	36.8	2.2	1	18	0	GB2-2a:LP-DIR-T	hargrave 2016-11-15 18:23:31	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB2-2	GB2	pmagpy-3.8.9-2: demag_gui.v.3.0	GB2-2a	0.001
	This study		HT	0.5	299.9	46.2	2.2	1	18	100	GB2-2a:LP-DIR-T	hargrave 2016-11-15 18:23:31	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB2-2	GB2	pmagpy-3.8.9-2: demag_gui.v.3.0	GB2-2a	0.001
	This study		HT	0.5	180.5	-14.3	3.2	1	19	-1	GB2-3a:LP-DIR-T	hargrave 2016-11-15 18:26:38	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB2-3	GB2	pmagpy-3.8.9-2: demag_gui.v.3.0	GB2-3a	0.001
	This study		HT	0.5	301.1	35.7	3.2	1	19	0	GB2-3a:LP-DIR-T	hargrave 2016-11-15 18:26:38	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB2-3	GB2	pmagpy-3.8.9-2: demag_gui.v.3.0	GB2-3a	0.001
