tab delimited	contribution
id	version	timestamp	contributor	magic_version	doi
11883	PRIVATE	2017-03-02T18:50:20.537Z	@lfairchild	3.0	10.1130/l580.1
>>>>>>>>>>
tab delimited	locations
location	location_type	citations	lat_s	lat_n	lon_w	lon_e
Michipicoten Island	Region	This study	47.7022	47.7244	274.3519	274.044128
Two Island River	Outcrop	This study	47.524091	47.53669	269.07756	269.06
>>>>>>>>>>
tab delimited	sites
site	location	samples	specimens	result_type	result_quality	method_codes	citations	geologic_classes	geologic_types	lithologies	lat	lon	height	age	age_sigma	age_low	age_high	age_unit	dir_tilt_correction	dir_dec	dir_inc	dir_alpha95	dir_r	dir_k	dir_n_samples	dir_n_specimens	dir_n_specimens_lines	dir_n_specimens_planes	dir_comp_name	dir_polarity	vgp_lat	vgp_lon	vgp_dp	vgp_dm	description	criteria	software_packages	analysts
This study		0.6	92.5	-10.7	SLB13.1a:LP-DIR-T	2.1e-07	1.81e-09	7.2e-10	9.36e-10	1	273	LT-T-Z:LP-DIR-T	22	g	pmagpy-3.2.1	SLB13.1a	u	0	0	948
This study		0.9	93.6	-12.3	SLB13.1a:LP-DIR-T	1.89e-07	2.66e-09	1.06e-09	1.14e-09	1	273	LT-T-Z:LP-DIR-T	23	g	pmagpy-3.2.1	SLB13.1a	u	0	0	953
This study		2.5	105.6	-13.1	SLB13.2a:LP-DIR-T	8.09e-06	3.19e-07	1.07e-07	9.61e-08	1	273	LT-NO:LP-DIR-T	1	g	pmagpy-3.2.1	SLB13.2a	u	0	0	273
This study		3.9	106.1	-13.2	SLB13.2a:LP-DIR-T	8.02e-06	5.2e-07	1.64e-07	9.69e-08	1	273	LT-LT-Z:LP-DIR-T	2	g	pmagpy-3.2.1	SLB13.2a	u	0	0	77
This study		3.0	107.1	-13.1	SLB13.2a:LP-DIR-T	8.02e-06	3.91e-07	1.35e-07	9.46e-08	1	273	LT-T-Z:LP-DIR-T	3	g	pmagpy-3.2.1	SLB13.2a	u	0	0	373
This study		3.5	107.1	-13.3	SLB13.2a:LP-DIR-T	7.7e-06	4.45e-07	1.56e-07	4.31e-08	1	273	LT-T-Z:LP-DIR-T	4	g	pmagpy-3.2.1	SLB13.2a	u	0	0	473
This study		1.0	104.8	-12.9	SLB13.2a:LP-DIR-T	7.45e-06	8.78e-08	4.27e-08	9.09e-08	1	273	LT-T-Z:LP-DIR-T	5	g	pmagpy-3.2.1	SLB13.2a	u	0	0	573
This study		1.5	103.2	-13.1	SLB13.2a:LP-DIR-T	6.97e-06	1.66e-07	6.25e-08	7.38e-08	1	273	LT-T-Z:LP-DIR-T	6	g	pmagpy-3.2.1	SLB13.2a	u	0	0	673
This study		1.8	103.3	-13.0	SLB13.2a:LP-DIR-T	6.59e-06	1.86e-07	5.38e-08	8.23e-08	1	273	LT-T-Z:LP-DIR-T	7	g	pmagpy-3.2.1	SLB13.2a	u	0	0	723
This study		2.7	102.5	-13.0	SLB13.2a:LP-DIR-T	6.35e-06	2.86e-07	7.79e-08	5.16e-08	1	273	LT-T-Z:LP-DIR-T	8	g	pmagpy-3.2.1	SLB13.2a	u	0	0	748
This study		1.2	102.4	-13.0	SLB13.2a:LP-DIR-T	6.11e-06	1.09e-07	3.45e-08	6.26e-08	1	273	LT-T-Z:LP-DIR-T	9	g	pmagpy-3.2.1	SLB13.2a	u	0	0	773
This study		1.3	103.6	-13.0	SLB13.2a:LP-DIR-T	5.77e-06	1.13e-07	3.52e-08	6.3e-08	1	273	LT-T-Z:LP-DIR-T	10	g	pmagpy-3.2.1	SLB13.2a	u	0	0	798
This study		0.9	101.2	-12.9	SLB13.2a:LP-DIR-T	5.06e-06	4.91e-08	2.28e-08	6.64e-08	1	273	LT-T-Z:LP-DIR-T	11	g	pmagpy-3.2.1	SLB13.2a	u	0	0	823
This study		0.7	102.6	-13.0	SLB13.2a:LP-DIR-T	4.3e-06	2.38e-08	1.87e-08	4.58e-08	1	273	LT-T-Z:LP-DIR-T	12	g	pmagpy-3.2.1	SLB13.2a	u	0	0	833
This study		0.7	104.9	-13.0	SLB13.2a:LP-DIR-T	3.24e-06	2.3e-08	1.3e-08	3.29e-08	1	273	LT-T-Z:LP-DIR-T	13	g	pmagpy-3.2.1	SLB13.2a	u	0	0	843
This study		2.7	102.6	-13.1	SLB13.2a:LP-DIR-T	2.75e-06	1.23e-07	3.17e-08	2.84e-08	1	273	LT-T-Z:LP-DIR-T	14	g	pmagpy-3.2.1	SLB13.2a	u	0	0	848
This study		0.6	104.5	-12.9	SLB13.2a:LP-DIR-T	2.15e-06	1.17e-08	8.46e-09	1.91e-08	1	273	LT-T-Z:LP-DIR-T	15	g	pmagpy-3.2.1	SLB13.2a	u	0	0	853
This study		3.0	104.0	-13.1	SLB13.2a:LP-DIR-T	1.24e-06	6.16e-08	1.79e-08	6.67e-09	1	273	LT-T-Z:LP-DIR-T	16	g	pmagpy-3.2.1	SLB13.2a	u	0	0	868
This study		4.2	105.0	-13.8	SLB13.2a:LP-DIR-T	5.06e-07	3.57e-08	9.29e-09	4.34e-09	1	273	LT-T-Z:LP-DIR-T	17	g	pmagpy-3.2.1	SLB13.2a	u	0	0	883
This study		3.7	100.6	-12.8	SLB13.2a:LP-DIR-T	3.02e-07	1.92e-08	3.29e-09	1.73e-09	1	273	LT-T-Z:LP-DIR-T	18	g	pmagpy-3.2.1	SLB13.2a	u	0	0	898
This study		1.7	104.5	-12.9	SLB13.2a:LP-DIR-T	2.65e-07	7.59e-09	1.43e-09	1.95e-09	1	273	LT-T-Z:LP-DIR-T	19	g	pmagpy-3.2.1	SLB13.2a	u	0	0	913
This study		4.3	104.1	-11.8	SLB13.2a:LP-DIR-T	2.26e-07	1.63e-08	3.93e-09	8.51e-10	1	273	LT-T-Z:LP-DIR-T	20	g	pmagpy-3.2.1	SLB13.2a	u	0	0	928
This study		3.0	103.9	-12.7	SLB13.2a:LP-DIR-T	1.99e-07	1.01e-08	2.07e-09	1.53e-09	1	273	LT-T-Z:LP-DIR-T	21	g	pmagpy-3.2.1	SLB13.2a	u	0	0	938
This study		1.5	104.6	-11.6	SLB13.2a:LP-DIR-T	1.75e-07	4.31e-09	8.47e-10	9.55e-10	1	273	LT-T-Z:LP-DIR-T	22	g	pmagpy-3.2.1	SLB13.2a	u	0	0	948
This study		1.9	107.5	-12.5	SLB13.2a:LP-DIR-T	1.62e-07	4.69e-09	1.12e-09	2.21e-09	1	273	LT-T-Z:LP-DIR-T	23	g	pmagpy-3.2.1	SLB13.2a	u	0	0	953
This study		3.4	100.1	-17.3	SLB13.3a:LP-DIR-T	7.52e-06	3.99e-07	1.31e-07	1.5e-07	1	273	LT-NO:LP-DIR-T	1	g	pmagpy-3.2.1	SLB13.3a	u	0	0	273
This study		1.7	100.5	-17.3	SLB13.3a:LP-DIR-T	7.49e-06	1.34e-07	7.95e-08	1.64e-07	1	273	LT-LT-Z:LP-DIR-T	2	g	pmagpy-3.2.1	SLB13.3a	u	0	0	77
This study		1.9	100.6	-17.1	SLB13.3a:LP-DIR-T	7.46e-06	1.96e-07	8.01e-08	1.23e-07	1	273	LT-T-Z:LP-DIR-T	3	g	pmagpy-3.2.1	SLB13.3a	u	0	0	373
This study		1.5	99.3	-17.4	SLB13.3a:LP-DIR-T	7.15e-06	1.4e-07	6.46e-08	1.2e-07	1	273	LT-T-Z:LP-DIR-T	4	g	pmagpy-3.2.1	SLB13.3a	u	0	0	473
This study		1.6	100.4	-16.8	SLB13.3a:LP-DIR-T	6.87e-06	1.27e-07	5.94e-08	1.31e-07	1	273	LT-T-Z:LP-DIR-T	5	g	pmagpy-3.2.1	SLB13.3a	u	0	0	573
This study		2.1	97.5	-16.9	SLB13.3a:LP-DIR-T	6.44e-06	1.88e-07	3.57e-08	1.33e-07	1	273	LT-T-Z:LP-DIR-T	6	g	pmagpy-3.2.1	SLB13.3a	u	0	0	673
This study		3.3	98.4	-17.3	SLB13.3a:LP-DIR-T	6.1e-06	3.13e-07	8.83e-08	1.27e-07	1	273	LT-T-Z:LP-DIR-T	7	g	pmagpy-3.2.1	SLB13.3a	u	0	0	723
This study		1.4	98.1	-17.2	SLB13.3a:LP-DIR-T	5.89e-06	4.18e-08	4.84e-08	1.28e-07	1	273	LT-T-Z:LP-DIR-T	8	g	pmagpy-3.2.1	SLB13.3a	u	0	0	748
This study		3.6	99.2	-16.5	SLB13.3a:LP-DIR-T	5.67e-06	3.35e-07	4.38e-08	1.14e-07	1	273	LT-T-Z:LP-DIR-T	9	g	pmagpy-3.2.1	SLB13.3a	u	0	0	773
This study		1.3	96.2	-16.9	SLB13.3a:LP-DIR-T	5.36e-06	3.64e-08	2.86e-08	1.14e-07	1	273	LT-T-Z:LP-DIR-T	10	g	pmagpy-3.2.1	SLB13.3a	u	0	0	798
This study		1.8	97.7	-16.4	SLB13.3a:LP-DIR-T	4.77e-06	9.3e-08	2.49e-08	1.15e-07	1	273	LT-T-Z:LP-DIR-T	11	g	pmagpy-3.2.1	SLB13.3a	u	0	0	823
This study		1.7	94.6	-16.8	SLB13.3a:LP-DIR-T	4.19e-06	6.5e-08	3.91e-08	1e-07	1	273	LT-T-Z:LP-DIR-T	12	g	pmagpy-3.2.1	SLB13.3a	u	0	0	833
This study		1.5	98.5	-16.9	SLB13.3a:LP-DIR-T	3.34e-06	3.84e-08	1.81e-08	7.79e-08	1	273	LT-T-Z:LP-DIR-T	13	g	pmagpy-3.2.1	SLB13.3a	u	0	0	843
This study		2.2	101.0	-16.7	SLB13.3a:LP-DIR-T	2.9e-06	8.78e-08	1.34e-08	6.74e-08	1	273	LT-T-Z:LP-DIR-T	14	g	pmagpy-3.2.1	SLB13.3a	u	0	0	848
This study		1.6	99.3	-16.9	SLB13.3a:LP-DIR-T	2.3e-06	3.74e-08	1.99e-08	4.99e-08	1	273	LT-T-Z:LP-DIR-T	15	g	pmagpy-3.2.1	SLB13.3a	u	0	0	853
This study		1.7	98.5	-16.7	SLB13.3a:LP-DIR-T	1.3e-06	2.64e-08	5.24e-09	2.89e-08	1	273	LT-T-Z:LP-DIR-T	16	g	pmagpy-3.2.1	SLB13.3a	u	0	0	868
This study		1.7	99.0	-16.7	SLB13.3a:LP-DIR-T	5.13e-07	7.25e-09	4.41e-09	1.26e-08	1	273	LT-T-Z:LP-DIR-T	17	g	pmagpy-3.2.1	SLB13.3a	u	0	0	883
This study		1.4	99.6	-16.4	SLB13.3a:LP-DIR-T	2.84e-07	2.29e-09	2e-09	6.27e-09	1	273	LT-T-Z:LP-DIR-T	18	g	pmagpy-3.2.1	SLB13.3a	u	0	0	898
This study		1.5	99.2	-16.9	SLB13.3a:LP-DIR-T	2.27e-07	2.58e-09	1.56e-09	5.3e-09	1	273	LT-T-Z:LP-DIR-T	19	g	pmagpy-3.2.1	SLB13.3a	u	0	0	913
This study		2.5	102.5	-15.5	SLB13.3a:LP-DIR-T	1.9e-07	6.09e-09	1.02e-09	5.83e-09	1	273	LT-T-Z:LP-DIR-T	20	g	pmagpy-3.2.1	SLB13.3a	u	0	0	928
This study		1.2	97.0	-15.3	SLB13.3a:LP-DIR-T	1.63e-07	2.19e-09	9.73e-10	2.75e-09	1	273	LT-T-Z:LP-DIR-T	21	g	pmagpy-3.2.1	SLB13.3a	u	0	0	938
This study		1.6	98.6	-15.5	SLB13.3a:LP-DIR-T	1.43e-07	2.93e-09	1.09e-09	2.41e-09	1	273	LT-T-Z:LP-DIR-T	22	g	pmagpy-3.2.1	SLB13.3a	u	0	0	948
This study		2.0	103.2	-14.9	SLB13.3a:LP-DIR-T	1.29e-07	4.38e-09	7.33e-10	1.18e-09	1	273	LT-T-Z:LP-DIR-T	23	g	pmagpy-3.2.1	SLB13.3a	u	0	0	953
This study		2.0	210.0	-4.5	SLB13.4a:LP-DIR-T	4.23e-06	6.18e-08	7.53e-08	1.08e-07	1	273	LT-NO:LP-DIR-T	1	g	pmagpy-3.2.1	SLB13.4a	u	0	0	273
This study		2.4	209.7	-4.6	SLB13.4a:LP-DIR-T	4.16e-06	8.02e-08	1.17e-07	1e-07	1	273	LT-LT-Z:LP-DIR-T	2	g	pmagpy-3.2.1	SLB13.4a	u	0	0	77
This study		4.3	209.2	-7.6	SLB13.4a:LP-DIR-T	4.1e-06	1.58e-07	2.47e-07	9.27e-08	1	273	LT-T-Z:LP-DIR-T	3	g	pmagpy-3.2.1	SLB13.4a	u	0	0	373
This study		5.3	208.2	-8.9	SLB13.4a:LP-DIR-T	4.01e-06	1.84e-07	3.13e-07	6.96e-08	1	273	LT-T-Z:LP-DIR-T	4	g	pmagpy-3.2.1	SLB13.4a	u	0	0	473
This study		1.4	212.0	-8.4	SLB13.4a:LP-DIR-T	3.55e-06	2.07e-08	2.23e-08	8.14e-08	1	273	LT-T-Z:LP-DIR-T	5	g	pmagpy-3.2.1	SLB13.4a	u	0	0	573
This study		1.4	210.1	-8.1	SLB13.4a:LP-DIR-T	3.08e-06	1.03e-08	2.04e-08	7.35e-08	1	273	LT-T-Z:LP-DIR-T	6	g	pmagpy-3.2.1	SLB13.4a	u	0	0	673
This study		4.3	209.0	-7.8	SLB13.4a:LP-DIR-T	2.54e-06	9.71e-08	1.59e-07	4.31e-08	1	273	LT-T-Z:LP-DIR-T	7	g	pmagpy-3.2.1	SLB13.4a	u	0	0	723
This study		2.6	208.3	-7.6	SLB13.4a:LP-DIR-T	2.41e-06	5.39e-08	7.94e-08	5.06e-08	1	273	LT-T-Z:LP-DIR-T	8	g	pmagpy-3.2.1	SLB13.4a	u	0	0	748
This study		1.5	209.4	-7.5	SLB13.4a:LP-DIR-T	2.32e-06	1.69e-08	1.76e-08	5.66e-08	1	273	LT-T-Z:LP-DIR-T	9	g	pmagpy-3.2.1	SLB13.4a	u	0	0	773
This study		1.3	211.3	-7.1	SLB13.4a:LP-DIR-T	2.2e-06	1.82e-08	1.44e-08	4.6e-08	1	273	LT-T-Z:LP-DIR-T	10	g	pmagpy-3.2.1	SLB13.4a	u	0	0	798
This study		2.0	211.1	-6.4	SLB13.4a:LP-DIR-T	1.96e-06	3.12e-08	3.85e-08	4.97e-08	1	273	LT-T-Z:LP-DIR-T	11	g	pmagpy-3.2.1	SLB13.4a	u	0	0	823
This study		4.2	209.8	-6.7	SLB13.4a:LP-DIR-T	1.88e-06	7.17e-08	1.14e-07	2.99e-08	1	273	LT-T-Z:LP-DIR-T	12	g	pmagpy-3.2.1	SLB13.4a	u	0	0	833
This study		1.2	209.8	-6.6	SLB13.4a:LP-DIR-T	1.8e-06	7.42e-09	8.78e-09	3.56e-08	1	273	LT-T-Z:LP-DIR-T	13	g	pmagpy-3.2.1	SLB13.4a	u	0	0	843
This study		1.3	210.6	-6.4	SLB13.4a:LP-DIR-T	1.77e-06	5.67e-09	1.26e-08	3.64e-08	1	273	LT-T-Z:LP-DIR-T	14	g	pmagpy-3.2.1	SLB13.4a	u	0	0	848
This study		1.6	209.4	-6.3	SLB13.4a:LP-DIR-T	1.72e-06	1.09e-08	2.99e-08	3.52e-08	1	273	LT-T-Z:LP-DIR-T	15	g	pmagpy-3.2.1	SLB13.4a	u	0	0	853
This study		2.1	209.8	-5.8	SLB13.4a:LP-DIR-T	1.56e-06	1.9e-08	4.48e-08	3.15e-08	1	273	LT-T-Z:LP-DIR-T	16	g	pmagpy-3.2.1	SLB13.4a	u	0	0	868
This study		3.8	212.3	-4.9	SLB13.4a:LP-DIR-T	1.35e-06	4.86e-08	7.01e-08	2.79e-08	1	273	LT-T-Z:LP-DIR-T	17	g	pmagpy-3.2.1	SLB13.4a	u	0	0	883
This study		1.7	212.3	-4.7	SLB13.4a:LP-DIR-T	1.18e-06	1.9e-08	2.31e-08	2.04e-08	1	273	LT-T-Z:LP-DIR-T	18	g	pmagpy-3.2.1	SLB13.4a	u	0	0	898
This study		1.7	212.8	-4.5	SLB13.4a:LP-DIR-T	1.03e-06	1.59e-08	1.83e-08	1.74e-08	1	273	LT-T-Z:LP-DIR-T	19	g	pmagpy-3.2.1	SLB13.4a	u	0	0	913
This study		1.2	212.3	-3.9	SLB13.4a:LP-DIR-T	7.39e-07	3.04e-09	9.09e-09	1.29e-08	1	273	LT-T-Z:LP-DIR-T	20	g	pmagpy-3.2.1	SLB13.4a	u	0	0	928
This study		3.6	210.6	-2.9	SLB13.4a:LP-DIR-T	3.45e-07	1.09e-08	1.63e-08	9.79e-09	1	273	LT-T-Z:LP-DIR-T	21	g	pmagpy-3.2.1	SLB13.4a	u	0	0	938
This study		1.0	212.8	-3.6	SLB13.4a:LP-DIR-T	1.02e-07	3.68e-10	1.38e-09	1.31e-09	1	273	LT-T-Z:LP-DIR-T	22	g	pmagpy-3.2.1	SLB13.4a	u	0	0	948
This study		3.3	208.9	-0.5	SLB13.4a:LP-DIR-T	5.59e-08	1.53e-09	2.8e-09	3.32e-10	1	273	LT-T-Z:LP-DIR-T	23	g	pmagpy-3.2.1	SLB13.4a	u	0	0	953
This study		0.8	222.4	-12.9	SLB13.5a:LP-DIR-T	1.51e-05	1.4e-07	1.56e-07	6.05e-08	1	273	LT-NO:LP-DIR-T	1	g	pmagpy-3.2.1	SLB13.5a	u	0	0	273
This study		2.9	222.2	-12.9	SLB13.5a:LP-DIR-T	1.51e-05	5.03e-07	5.75e-07	4.23e-08	1	273	LT-LT-Z:LP-DIR-T	2	g	pmagpy-3.2.1	SLB13.5a	u	0	0	77
This study		0.4	222.7	-13.3	SLB13.5a:LP-DIR-T	1.5e-05	5.77e-08	6.14e-08	4.52e-08	1	273	LT-T-Z:LP-DIR-T	3	g	pmagpy-3.2.1	SLB13.5a	u	0	0	373
This study		0.4	225.9	-15.0	SLB13.5a:LP-DIR-T	1.45e-05	4.31e-08	7.58e-08	6.34e-08	1	273	LT-T-Z:LP-DIR-T	4	g	pmagpy-3.2.1	SLB13.5a	u	0	0	473
This study		1.3	223.5	-16.0	SLB13.5a:LP-DIR-T	1.4e-05	1.94e-07	2.31e-07	7.61e-08	1	273	LT-T-Z:LP-DIR-T	5	g	pmagpy-3.2.1	SLB13.5a	u	0	0	573
This study		3.3	222.2	-16.4	SLB13.5a:LP-DIR-T	1.33e-05	5.03e-07	5.77e-07	7.23e-08	1	273	LT-T-Z:LP-DIR-T	6	g	pmagpy-3.2.1	SLB13.5a	u	0	0	673
This study		3.7	221.9	-16.5	SLB13.5a:LP-DIR-T	1.28e-05	5.21e-07	6.27e-07	8.07e-08	1	273	LT-T-Z:LP-DIR-T	7	g	pmagpy-3.2.1	SLB13.5a	u	0	0	723
This study		2.8	222.6	-16.5	SLB13.5a:LP-DIR-T	1.24e-05	3.85e-07	4.53e-07	8.07e-08	1	273	LT-T-Z:LP-DIR-T	8	g	pmagpy-3.2.1	SLB13.5a	u	0	0	748
This study		0.6	223.4	-16.6	SLB13.5a:LP-DIR-T	1.21e-05	5.53e-08	8.74e-08	6.49e-08	1	273	LT-T-Z:LP-DIR-T	9	g	pmagpy-3.2.1	SLB13.5a	u	0	0	773
This study		1.3	225.9	-16.7	SLB13.5a:LP-DIR-T	1.18e-05	1.47e-07	1.99e-07	1.09e-07	1	273	LT-T-Z:LP-DIR-T	10	g	pmagpy-3.2.1	SLB13.5a	u	0	0	798
This study		2.9	220.9	-16.2	SLB13.5a:LP-DIR-T	1.1e-05	3.63e-07	4.14e-07	3.5e-08	1	273	LT-T-Z:LP-DIR-T	11	g	pmagpy-3.2.1	SLB13.5a	u	0	0	823
This study		2.4	227.9	-16.9	SLB13.5a:LP-DIR-T	9.97e-06	3.21e-07	2.63e-07	7.65e-08	1	273	LT-T-Z:LP-DIR-T	12	g	pmagpy-3.2.1	SLB13.5a	u	0	0	833
This study		0.9	224.3	-17.0	SLB13.5a:LP-DIR-T	8.11e-06	6.8e-08	1.03e-07	5.48e-08	1	273	LT-T-Z:LP-DIR-T	13	g	pmagpy-3.2.1	SLB13.5a	u	0	0	843
This study		4.6	219.6	-16.7	SLB13.5a:LP-DIR-T	6.73e-06	3.44e-07	4.15e-07	1.67e-08	1	273	LT-T-Z:LP-DIR-T	14	g	pmagpy-3.2.1	SLB13.5a	u	0	0	848
This study		0.5	223.7	-17.4	SLB13.5a:LP-DIR-T	5.21e-06	1.04e-08	2.83e-08	3.92e-08	1	273	LT-T-Z:LP-DIR-T	15	g	pmagpy-3.2.1	SLB13.5a	u	0	0	853
This study		3.2	222.2	-17.1	SLB13.5a:LP-DIR-T	2.81e-06	9.99e-08	1.18e-07	1.33e-08	1	273	LT-T-Z:LP-DIR-T	16	g	pmagpy-3.2.1	SLB13.5a	u	0	0	868
This study		4.6	223.2	-16.9	SLB13.5a:LP-DIR-T	9.59e-07	5.28e-08	5.61e-08	2.07e-09	1	273	LT-T-Z:LP-DIR-T	17	g	pmagpy-3.2.1	SLB13.5a	u	0	0	883
This study		3.5	219.1	-16.5	SLB13.5a:LP-DIR-T	4.92e-07	1.97e-08	2.31e-08	1.61e-09	1	273	LT-T-Z:LP-DIR-T	18	g	pmagpy-3.2.1	SLB13.5a	u	0	0	898
This study		4.3	219.2	-16.0	SLB13.5a:LP-DIR-T	3.97e-07	1.97e-08	2.28e-08	1.01e-09	1	273	LT-T-Z:LP-DIR-T	19	g	pmagpy-3.2.1	SLB13.5a	u	0	0	913
This study		4.0	219.2	-16.6	SLB13.5a:LP-DIR-T	2.84e-07	1.27e-08	1.5e-08	8.73e-10	1	273	LT-T-Z:LP-DIR-T	20	g	pmagpy-3.2.1	SLB13.5a	u	0	0	928
This study		4.5	220.4	-16.4	SLB13.5a:LP-DIR-T	2.37e-07	1.22e-08	1.4e-08	4.26e-10	1	273	LT-T-Z:LP-DIR-T	21	g	pmagpy-3.2.1	SLB13.5a	u	0	0	938
This study		3.9	217.9	-16.2	SLB13.5a:LP-DIR-T	1.74e-07	7.25e-09	9.22e-09	4.69e-10	1	273	LT-T-Z:LP-DIR-T	22	g	pmagpy-3.2.1	SLB13.5a	u	0	0	948
This study		2.5	220.1	-18.0	SLB13.5a:LP-DIR-T	1.24e-07	2.97e-09	4.32e-09	1.1e-09	1	273	LT-T-Z:LP-DIR-T	23	g	pmagpy-3.2.1	SLB13.5a	u	0	0	953
This study		2.1	217.5	-19.8	SLB13.6a:LP-DIR-T	1.4e-05	3.2e-07	4.14e-07	5.82e-08	1	273	LT-NO:LP-DIR-T	1	g	pmagpy-3.2.1	SLB13.6a	u	0	0	273
This study		0.4	214.1	-20.0	SLB13.6a:LP-DIR-T	1.39e-05	4.87e-08	7.2e-08	4.28e-08	1	273	LT-LT-Z:LP-DIR-T	2	g	pmagpy-3.2.1	SLB13.6a	u	0	0	77
This study		1.6	215.8	-20.4	SLB13.6a:LP-DIR-T	1.39e-05	2.04e-07	3.24e-07	6.95e-08	1	273	LT-T-Z:LP-DIR-T	3	g	pmagpy-3.2.1	SLB13.6a	u	0	0	373
This study		1.4	220.1	-21.9	SLB13.6a:LP-DIR-T	1.34e-05	2.17e-07	2.6e-07	5.48e-08	1	273	LT-T-Z:LP-DIR-T	4	g	pmagpy-3.2.1	SLB13.6a	u	0	0	473
This study		0.4	217.0	-23.1	SLB13.6a:LP-DIR-T	1.29e-05	4.47e-08	4.9e-08	6.84e-08	1	273	LT-T-Z:LP-DIR-T	5	g	pmagpy-3.2.1	SLB13.6a	u	0	0	573
This study		3.9	219.1	-23.4	SLB13.6a:LP-DIR-T	1.23e-05	5.13e-07	6.62e-07	6.3e-08	1	273	LT-T-Z:LP-DIR-T	6	g	pmagpy-3.2.1	SLB13.6a	u	0	0	673
This study		3.2	216.1	-23.6	SLB13.6a:LP-DIR-T	1.19e-05	4e-07	5.41e-07	4.41e-08	1	273	LT-T-Z:LP-DIR-T	7	g	pmagpy-3.2.1	SLB13.6a	u	0	0	723
This study		4.1	215.3	-23.6	SLB13.6a:LP-DIR-T	1.15e-05	4.83e-07	6.7e-07	4.34e-08	1	273	LT-T-Z:LP-DIR-T	8	g	pmagpy-3.2.1	SLB13.6a	u	0	0	748
This study		0.9	215.2	-23.5	SLB13.6a:LP-DIR-T	1.11e-05	1.08e-07	1.43e-07	3.63e-08	1	273	LT-T-Z:LP-DIR-T	9	g	pmagpy-3.2.1	SLB13.6a	u	0	0	773
This study		0.7	217.3	-23.7	SLB13.6a:LP-DIR-T	1.07e-05	7.68e-08	1e-07	4.12e-08	1	273	LT-T-Z:LP-DIR-T	10	g	pmagpy-3.2.1	SLB13.6a	u	0	0	798
This study		2.0	215.5	-23.8	SLB13.6a:LP-DIR-T	9.84e-06	1.76e-07	2.83e-07	5.16e-08	1	273	LT-T-Z:LP-DIR-T	11	g	pmagpy-3.2.1	SLB13.6a	u	0	0	823
This study		3.7	216.0	-23.9	SLB13.6a:LP-DIR-T	8.79e-06	3.26e-07	4.7e-07	4.63e-08	1	273	LT-T-Z:LP-DIR-T	12	g	pmagpy-3.2.1	SLB13.6a	u	0	0	833
This study		2.5	218.3	-23.9	SLB13.6a:LP-DIR-T	7.18e-06	1.86e-07	2.57e-07	2.79e-08	1	273	LT-T-Z:LP-DIR-T	13	g	pmagpy-3.2.1	SLB13.6a	u	0	0	843
This study		1.6	213.9	-24.1	SLB13.6a:LP-DIR-T	6.04e-06	9.3e-08	1.36e-07	1.87e-08	1	273	LT-T-Z:LP-DIR-T	14	g	pmagpy-3.2.1	SLB13.6a	u	0	0	848
This study		0.7	215.9	-24.0	SLB13.6a:LP-DIR-T	4.78e-06	3.08e-08	4.71e-08	1.6e-08	1	273	LT-T-Z:LP-DIR-T	15	g	pmagpy-3.2.1	SLB13.6a	u	0	0	853
This study		3.3	216.4	-24.1	SLB13.6a:LP-DIR-T	2.77e-06	9.5e-08	1.31e-07	9.9e-09	1	273	LT-T-Z:LP-DIR-T	16	g	pmagpy-3.2.1	SLB13.6a	u	0	0	868
This study		3.4	218.4	-24.0	SLB13.6a:LP-DIR-T	1.01e-06	3.63e-08	4.71e-08	4.4e-09	1	273	LT-T-Z:LP-DIR-T	17	g	pmagpy-3.2.1	SLB13.6a	u	0	0	883
This study		3.8	215.1	-22.8	SLB13.6a:LP-DIR-T	4.69e-07	1.73e-08	2.55e-08	1.91e-09	1	273	LT-T-Z:LP-DIR-T	18	g	pmagpy-3.2.1	SLB13.6a	u	0	0	898
This study		3.2	215.4	-22.4	SLB13.6a:LP-DIR-T	3.81e-07	1.26e-08	1.74e-08	1.45e-09	1	273	LT-T-Z:LP-DIR-T	19	g	pmagpy-3.2.1	SLB13.6a	u	0	0	913
This study		3.4	215.1	-22.3	SLB13.6a:LP-DIR-T	2.92e-07	9.74e-09	1.41e-08	1.31e-09	1	273	LT-T-Z:LP-DIR-T	20	g	pmagpy-3.2.1	SLB13.6a	u	0	0	928
This study		2.3	213.3	-22.4	SLB13.6a:LP-DIR-T	2.43e-07	5.42e-09	7.88e-09	9.58e-10	1	273	LT-T-Z:LP-DIR-T	21	g	pmagpy-3.2.1	SLB13.6a	u	0	0	938
This study		1.6	213.6	-21.8	SLB13.6a:LP-DIR-T	1.91e-07	3.05e-09	4.24e-09	7.52e-10	1	273	LT-T-Z:LP-DIR-T	22	g	pmagpy-3.2.1	SLB13.6a	u	0	0	948
This study		1.2	214.2	-22.5	SLB13.6a:LP-DIR-T	1.37e-07	9.44e-10	2.35e-09	1.51e-09	1	273	LT-T-Z:LP-DIR-T	23	g	pmagpy-3.2.1	SLB13.6a	u	0	0	953
This study		1.5	206.1	-17.9	SLB13.7a:LP-DIR-T	2.07e-05	2.37e-07	4.75e-07	5.82e-08	1	273	LT-NO:LP-DIR-T	1	g	pmagpy-3.2.1	SLB13.7a	u	0	0	273
This study		1.1	205.2	-17.7	SLB13.7a:LP-DIR-T	2.06e-05	1.66e-07	3.68e-07	5.43e-08	1	273	LT-LT-Z:LP-DIR-T	2	g	pmagpy-3.2.1	SLB13.7a	u	0	0	77
