tab 	pmag_results
average_age	average_age_sigma	average_age_unit	average_alpha95	average_dec	average_height	average_inc	average_k	average_lat	average_lon	average_n	average_n_lines	average_n_planes	average_r	data_type	er_analyst_mail_names	er_citation_names	er_location_names	er_site_names	er_specimen_names	magic_method_codes	magic_software_packages	pmag_criteria_codes	pmag_result_name	pole_comp_name	result_description	tilt_correction	vgp_dm	vgp_dp	vgp_lat	vgp_lon	vgp_n
1.0880e+03	3.0000e+00	Ma	4.2	288.1	443	49.8	171	47.5263	-90.9306	8	8	0	7.9591	i		This study	Two Island River	SLB27	SLB27.2a:SLB27.3a:SLB27.4a:SLB27.5a:SLB27.6a:SLB27.7a:SLB27.8a:SLB27.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB27	hem	Site VGP, coord system = 100 component: hem	100	5.6	3.7	33.8	189.2	8
1.0880e+03	3.0000e+00	Ma	8.7	284.4	443	30.3	49	47.5259	-90.9289	7	7	0	6.8766	i		This study	Two Island River	SLB28	SLB28.1a:SLB28.2a:SLB28.3a:SLB28.4a:SLB28.5a:SLB28.6a:SLB28.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB28	mag	Site VGP, coord system = 100 component: hem	0	9.7	5.4	21.6	179.9	7
1.0880e+03	3.0000e+00	Ma	4.1	288.5	443	33.3	217	47.5259	-90.9289	7	7	0	6.9724	i		This study	Two Island River	SLB28	SLB28.1a:SLB28.2a:SLB28.3a:SLB28.4a:SLB28.5a:SLB28.6a:SLB28.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB28	hem	Site VGP, coord system = 100 component: hem	0	4.7	2.6	25.7	178.3	7
1.0880e+03	3.0000e+00	Ma	8.7	277.6	443	44.9	49	47.5259	-90.9289	7	7	0	6.8772	i		This study	Two Island River	SLB28	SLB28.1a:SLB28.2a:SLB28.3a:SLB28.4a:SLB28.5a:SLB28.6a:SLB28.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB28	mag	Site VGP, coord system = 100 component: hem	100	11.0	6.9	24.1	192.6	7
1.0880e+03	3.0000e+00	Ma	4.1	281.7	443	48.5	216	47.5259	-90.9289	7	7	0	6.9723	i		This study	Two Island River	SLB28	SLB28.1a:SLB28.2a:SLB28.3a:SLB28.4a:SLB28.5a:SLB28.6a:SLB28.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB28	hem	Site VGP, coord system = 100 component: hem	100	5.4	3.5	28.8	192.4	7
1.0880e+03	3.0000e+00	Ma	6.6	273.2	443	7.0	85	47.5260	-90.9283	7	7	0	6.9293	i		This study	Two Island River	SLB29	SLB29.2a:SLB29.3a:SLB29.4a:SLB29.5a:SLB29.6a:SLB29.7a:SLB29.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB29	mag	Site VGP, coord system = 100 component: hem	0	6.6	3.3	4.8	179.1	7
1.0880e+03	3.0000e+00	Ma	6.2	274.4	443	8.8	96	47.5260	-90.9283	7	7	0	6.9377	i		This study	Two Island River	SLB29	SLB29.2a:SLB29.3a:SLB29.4a:SLB29.5a:SLB29.6a:SLB29.7a:SLB29.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB29	hem	Site VGP, coord system = 100 component: hem	0	6.3	3.2	6.2	178.8	7
1.0880e+03	3.0000e+00	Ma	6.6	270.5	443	20.1	85	47.5260	-90.9283	7	7	0	6.9298	i		This study	Two Island River	SLB29	SLB29.2a:SLB29.3a:SLB29.4a:SLB29.5a:SLB29.6a:SLB29.7a:SLB29.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB29	mag	Site VGP, coord system = 100 component: hem	100	6.9	3.6	8.0	185.8	7
1.0880e+03	3.0000e+00	Ma	6.2	271.4	443	22.0	96	47.5260	-90.9283	7	7	0	6.9374	i		This study	Two Island River	SLB29	SLB29.2a:SLB29.3a:SLB29.4a:SLB29.5a:SLB29.6a:SLB29.7a:SLB29.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB29	hem	Site VGP, coord system = 100 component: hem	100	6.6	3.5	9.3	185.8	7
1.0880e+03	3.0000e+00	Ma	4.6	289.6	443	30.2	148	47.5254	-90.9263	8	8	0	7.9529	i		This study	Two Island River	SLB30	SLB30.1a:SLB30.2a:SLB30.3a:SLB30.4a:SLB30.5a:SLB30.6a:SLB30.7a:SLB30.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB30	mag	Site VGP, coord system = 100 component: hem	0	5.1	2.8	25.1	176.0	8
1.0880e+03	3.0000e+00	Ma	4.2	290.7	443	30.9	173	47.5254	-90.9263	8	8	0	7.9595	i		This study	Two Island River	SLB30	SLB30.1a:SLB30.2a:SLB30.3a:SLB30.4a:SLB30.5a:SLB30.6a:SLB30.7a:SLB30.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB30	hem	Site VGP, coord system = 100 component: hem	0	4.7	2.6	26.1	175.5	8
1.0880e+03	3.0000e+00	Ma	4.6	283.8	443	45.6	149	47.5254	-90.9263	8	8	0	7.9529	i		This study	Two Island River	SLB30	SLB30.1a:SLB30.2a:SLB30.3a:SLB30.4a:SLB30.5a:SLB30.6a:SLB30.7a:SLB30.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB30	mag	Site VGP, coord system = 100 component: hem	100	5.9	3.7	28.6	188.9	8
1.0880e+03	3.0000e+00	Ma	4.2	285.1	443	46.5	173	47.5254	-90.9263	8	8	0	7.9595	i		This study	Two Island River	SLB30	SLB30.1a:SLB30.2a:SLB30.3a:SLB30.4a:SLB30.5a:SLB30.6a:SLB30.7a:SLB30.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB30	hem	Site VGP, coord system = 100 component: hem	100	5.4	3.5	30.0	188.7	8
1.0880e+03	3.0000e+00	Ma	2.9	296.4	443	26.9	367	47.5253	-90.9262	8	8	0	7.9809	i		This study	Two Island River	SLB31	SLB31.2a:SLB31.3a:SLB31.4a:SLB31.5a:SLB31.6a:SLB31.7a:SLB31.8a:SLB31.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB31	mag	Site VGP, coord system = 100 component: hem	0	3.2	1.7	28.2	169.2	8
1.0880e+03	3.0000e+00	Ma	2.1	298.7	443	27.0	705	47.5253	-90.9262	8	8	0	7.9901	i		This study	Two Island River	SLB31	SLB31.2a:SLB31.3a:SLB31.4a:SLB31.5a:SLB31.6a:SLB31.7a:SLB31.8a:SLB31.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB31	hem	Site VGP, coord system = 100 component: hem	0	2.3	1.2	29.8	167.3	8
1.0880e+03	3.0000e+00	Ma	2.9	292.8	443	43.1	368	47.5253	-90.9262	8	8	0	7.9810	i		This study	Two Island River	SLB31	SLB31.2a:SLB31.3a:SLB31.4a:SLB31.5a:SLB31.6a:SLB31.7a:SLB31.8a:SLB31.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB31	mag	Site VGP, coord system = 100 component: hem	100	3.6	2.2	33.3	180.9	8
1.0880e+03	3.0000e+00	Ma	2.1	295.5	443	43.4	704	47.5253	-90.9262	8	8	0	7.9901	i		This study	Two Island River	SLB31	SLB31.2a:SLB31.3a:SLB31.4a:SLB31.5a:SLB31.6a:SLB31.7a:SLB31.8a:SLB31.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB31	hem	Site VGP, coord system = 100 component: hem	100	2.6	1.6	35.3	179.2	8
1.0880e+03	3.0000e+00	Ma	3.7	299.3	443	28.3	273	47.5250	-90.9257	7	7	0	6.9780	i		This study	Two Island River	SLB32	SLB32.1a:SLB32.2a:SLB32.3a:SLB32.4a:SLB32.6a:SLB32.7a:SLB32.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB32	mag	Site VGP, coord system = 100 component: hem	0	4.1	2.2	30.7	167.5	7
1.0880e+03	3.0000e+00	Ma	3.6	300.0	443	27.4	280	47.5250	-90.9257	7	7	0	6.9785	i		This study	Two Island River	SLB32	SLB32.1a:SLB32.2a:SLB32.3a:SLB32.4a:SLB32.6a:SLB32.7a:SLB32.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB32	hem	Site VGP, coord system = 100 component: hem	0	3.9	2.1	30.8	166.5	7
1.0880e+03	3.0000e+00	Ma	3.7	296.1	443	44.8	271	47.5250	-90.9257	7	7	0	6.9778	i		This study	Two Island River	SLB32	SLB32.1a:SLB32.2a:SLB32.3a:SLB32.4a:SLB32.6a:SLB32.7a:SLB32.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB32	mag	Site VGP, coord system = 100 component: hem	100	4.7	2.9	36.4	179.8	7
1.0880e+03	3.0000e+00	Ma	3.6	297.2	443	43.9	279	47.5250	-90.9257	7	7	0	6.9785	i		This study	Two Island River	SLB32	SLB32.1a:SLB32.2a:SLB32.3a:SLB32.4a:SLB32.6a:SLB32.7a:SLB32.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB32	hem	Site VGP, coord system = 100 component: hem	100	4.5	2.8	36.7	178.3	7
1.0880e+03	3.0000e+00	Ma	3.4	294.9	443	22.7	266	47.5249	-90.9256	8	8	0	7.9737	i		This study	Two Island River	SLB33	SLB33.1a:SLB33.2a:SLB33.3a:SLB33.4a:SLB33.5a:SLB33.6a:SLB33.7a:SLB33.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB33	mag	Site VGP, coord system = 100 component: hem	0	3.6	1.9	25.4	168.5	8
1.0880e+03	3.0000e+00	Ma	2.8	294.2	443	25.6	404	47.5249	-90.9256	8	8	0	7.9827	i		This study	Two Island River	SLB33	SLB33.1a:SLB33.2a:SLB33.3a:SLB33.4a:SLB33.5a:SLB33.6a:SLB33.7a:SLB33.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB33	hem	Site VGP, coord system = 100 component: hem	0	3.0	1.6	26.2	170.3	8
1.0880e+03	3.0000e+00	Ma	3.4	291.6	443	38.8	264	47.5249	-90.9256	8	8	0	7.9735	i		This study	Two Island River	SLB33	SLB33.1a:SLB33.2a:SLB33.3a:SLB33.4a:SLB33.5a:SLB33.6a:SLB33.7a:SLB33.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB33	mag	Site VGP, coord system = 100 component: hem	100	4.0	2.4	30.4	179.1	8
1.0880e+03	3.0000e+00	Ma	2.8	290.4	443	41.6	399	47.5249	-90.9256	8	8	0	7.9825	i		This study	Two Island River	SLB33	SLB33.1a:SLB33.2a:SLB33.3a:SLB33.4a:SLB33.5a:SLB33.6a:SLB33.7a:SLB33.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB33	hem	Site VGP, coord system = 100 component: hem	100	3.4	2.1	31.0	181.7	8
1.0880e+03	3.0000e+00	Ma	3.5	292.0	443	27.5	248	47.5249	-90.9255	8	8	0	7.9718	i		This study	Two Island River	SLB34	SLB34.1a:SLB34.2a:SLB34.3a:SLB34.4a:SLB34.5a:SLB34.6a:SLB34.7a:SLB34.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB34	mag	Site VGP, coord system = 100 component: hem	0	3.8	2.1	25.5	172.9	8
1.0880e+03	3.0000e+00	Ma	3.4	291.7	443	27.7	268	47.5249	-90.9255	8	8	0	7.9739	i		This study	Two Island River	SLB34	SLB34.1a:SLB34.2a:SLB34.3a:SLB34.4a:SLB34.5a:SLB34.6a:SLB34.7a:SLB34.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB34	hem	Site VGP, coord system = 100 component: hem	0	3.7	2.0	25.4	173.2	8
1.0880e+03	3.0000e+00	Ma	3.5	287.4	443	43.2	248	47.5249	-90.9255	8	8	0	7.9718	i		This study	Two Island River	SLB34	SLB34.1a:SLB34.2a:SLB34.3a:SLB34.4a:SLB34.5a:SLB34.6a:SLB34.7a:SLB34.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB34	mag	Site VGP, coord system = 100 component: hem	100	4.3	2.7	29.8	184.8	8
1.0880e+03	3.0000e+00	Ma	3.4	287.0	443	43.4	269	47.5249	-90.9255	8	8	0	7.9740	i		This study	Two Island River	SLB34	SLB34.1a:SLB34.2a:SLB34.3a:SLB34.4a:SLB34.5a:SLB34.6a:SLB34.7a:SLB34.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB34	hem	Site VGP, coord system = 100 component: hem	100	4.2	2.6	29.6	185.3	8
1.0880e+03	3.0000e+00	Ma	2.6	298.2	443	30.4	385	47.5246	-90.9253	9	9	0	8.9792	i		This study	Two Island River	SLB35	SLB35.1a:SLB35.2a:SLB35.3a:SLB35.4a:SLB35.5a:SLB35.6a:SLB35.7a:SLB35.8a:SLB35.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB35	mag	Site VGP, coord system = 100 component: hem	0	2.9	1.6	30.9	169.4	9
1.0880e+03	3.0000e+00	Ma	2.3	297.4	443	28.9	484	47.5246	-90.9253	9	9	0	8.9835	i		This study	Two Island River	SLB35	SLB35.1a:SLB35.2a:SLB35.3a:SLB35.4a:SLB35.5a:SLB35.6a:SLB35.7a:SLB35.8a:SLB35.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB35	hem	Site VGP, coord system = 100 component: hem	0	2.5	1.4	29.7	169.3	9
1.0880e+03	3.0000e+00	Ma	2.6	294.5	443	46.8	387	47.5246	-90.9253	9	9	0	8.9793	i		This study	Two Island River	SLB35	SLB35.1a:SLB35.2a:SLB35.3a:SLB35.4a:SLB35.5a:SLB35.6a:SLB35.7a:SLB35.8a:SLB35.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB35	mag	Site VGP, coord system = 100 component: hem	100	3.4	2.2	36.4	182.5	9
1.0880e+03	3.0000e+00	Ma	2.3	293.8	443	45.2	484	47.5246	-90.9253	9	9	0	8.9835	i		This study	Two Island River	SLB35	SLB35.1a:SLB35.2a:SLB35.3a:SLB35.4a:SLB35.5a:SLB35.6a:SLB35.7a:SLB35.8a:SLB35.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB35	hem	Site VGP, coord system = 100 component: hem	100	2.9	1.8	35.1	181.7	9
1.0880e+03	3.0000e+00	Ma	3.7	292.5	443	25.1	193	47.5242	-90.9242	9	9	0	8.9586	i		This study	Two Island River	SLB36	SLB36.1a:SLB36.2a:SLB36.3a:SLB36.4a:SLB36.5a:SLB36.6a:SLB36.7a:SLB36.8a:SLB36.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB36	mag	Site VGP, coord system = 100 component: hem	0	4.0	2.1	24.8	171.4	9
1.0880e+03	3.0000e+00	Ma	3.8	293.2	443	24.2	189	47.5242	-90.9242	9	9	0	8.9577	i		This study	Two Island River	SLB36	SLB36.1a:SLB36.2a:SLB36.3a:SLB36.4a:SLB36.5a:SLB36.6a:SLB36.7a:SLB36.8a:SLB36.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB36	hem	Site VGP, coord system = 100 component: hem	0	4.1	2.2	24.9	170.5	9
1.0880e+03	3.0000e+00	Ma	3.7	288.4	443	40.9	194	47.5242	-90.9242	9	9	0	8.9587	i		This study	Two Island River	SLB36	SLB36.1a:SLB36.2a:SLB36.3a:SLB36.4a:SLB36.5a:SLB36.6a:SLB36.7a:SLB36.8a:SLB36.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB36	mag	Site VGP, coord system = 100 component: hem	100	4.5	2.7	29.3	182.7	9
1.0880e+03	3.0000e+00	Ma	3.8	289.4	443	40.1	188	47.5242	-90.9242	9	9	0	8.9575	i		This study	Two Island River	SLB36	SLB36.1a:SLB36.2a:SLB36.3a:SLB36.4a:SLB36.5a:SLB36.6a:SLB36.7a:SLB36.8a:SLB36.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB36	hem	Site VGP, coord system = 100 component: hem	100	4.6	2.8	29.5	181.5	9
1.0880e+03	3.0000e+00	Ma	2.6	297.9	443	30.5	394	47.5241	-90.9236	9	9	0	8.9797	i		This study	Two Island River	SLB37	SLB37.1a:SLB37.2a:SLB37.3a:SLB37.4a:SLB37.5a:SLB37.6a:SLB37.7a:SLB37.8a:SLB37.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB37	mag	Site VGP, coord system = 100 component: hem	0	2.9	1.6	30.8	169.7	9
1.0880e+03	3.0000e+00	Ma	2.8	298.4	443	29.9	341	47.5241	-90.9236	9	9	0	8.9765	i		This study	Two Island River	SLB37	SLB37.1a:SLB37.2a:SLB37.3a:SLB37.4a:SLB37.5a:SLB37.6a:SLB37.7a:SLB37.8a:SLB37.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB37	hem	Site VGP, coord system = 100 component: hem	0	3.1	1.7	30.8	169.0	9
1.0880e+03	3.0000e+00	Ma	2.6	294.0	443	46.9	394	47.5241	-90.9236	9	9	0	8.9797	i		This study	Two Island River	SLB37	SLB37.1a:SLB37.2a:SLB37.3a:SLB37.4a:SLB37.5a:SLB37.6a:SLB37.7a:SLB37.8a:SLB37.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB37	mag	Site VGP, coord system = 100 component: hem	100	3.4	2.2	36.1	182.9	9
1.0880e+03	3.0000e+00	Ma	2.8	294.9	443	46.3	339	47.5241	-90.9236	9	9	0	8.9764	i		This study	Two Island River	SLB37	SLB37.1a:SLB37.2a:SLB37.3a:SLB37.4a:SLB37.5a:SLB37.6a:SLB37.7a:SLB37.8a:SLB37.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB37	hem	Site VGP, coord system = 100 component: hem	100	3.6	2.3	36.4	181.8	9
1.0880e+03	3.0000e+00	Ma	6.7	292.0	443	29.9	70	47.5243	-90.9227	8	8	0	7.9003	i		This study	Two Island River	SLB38	SLB38.1a:SLB38.2a:SLB38.3a:SLB38.4a:SLB38.5a:SLB38.6a:SLB38.7a:SLB38.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB38	mag	Site VGP, coord system = 100 component: hem	0	7.4	4.1	26.5	174.0	8
1.0880e+03	3.0000e+00	Ma	7.0	294.5	443	30.7	63	47.5243	-90.9227	8	8	0	7.8885	i		This study	Two Island River	SLB38	SLB38.1a:SLB38.2a:SLB38.3a:SLB38.4a:SLB38.5a:SLB38.6a:SLB38.7a:SLB38.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB38	hem	Site VGP, coord system = 100 component: hem	0	7.8	4.4	28.6	172.5	8
1.0880e+03	3.0000e+00	Ma	6.7	286.9	443	45.6	70	47.5243	-90.9227	8	8	0	7.9004	i		This study	Two Island River	SLB38	SLB38.1a:SLB38.2a:SLB38.3a:SLB38.4a:SLB38.5a:SLB38.6a:SLB38.7a:SLB38.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB38	mag	Site VGP, coord system = 100 component: hem	100	8.5	5.4	30.7	186.8	8
1.0880e+03	3.0000e+00	Ma	7.0	289.9	443	46.8	63	47.5243	-90.9227	8	8	0	7.8886	i		This study	Two Island River	SLB38	SLB38.1a:SLB38.2a:SLB38.3a:SLB38.4a:SLB38.5a:SLB38.6a:SLB38.7a:SLB38.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB38	hem	Site VGP, coord system = 100 component: hem	100	9.0	5.8	33.3	185.7	8
1.0880e+03	3.0000e+00	Ma	2.9	297.7	443	31.0	359	47.5243	-90.9226	8	8	0	7.9805	i		This study	Two Island River	SLB39	SLB39.1a:SLB39.2a:SLB39.3a:SLB39.4a:SLB39.5a:SLB39.6a:SLB39.7a:SLB39.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB39	mag	Site VGP, coord system = 100 component: hem	0	3.2	1.8	30.9	170.1	8
1.0880e+03	3.0000e+00	Ma	2.7	298.8	443	30.6	435	47.5243	-90.9226	8	8	0	7.9839	i		This study	Two Island River	SLB39	SLB39.1a:SLB39.2a:SLB39.3a:SLB39.4a:SLB39.5a:SLB39.6a:SLB39.7a:SLB39.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB39	hem	Site VGP, coord system = 100 component: hem	0	3.0	1.7	31.4	169.0	8
1.0880e+03	3.0000e+00	Ma	2.9	293.8	443	47.3	356	47.5243	-90.9226	8	8	0	7.9803	i		This study	Two Island River	SLB39	SLB39.1a:SLB39.2a:SLB39.3a:SLB39.4a:SLB39.5a:SLB39.6a:SLB39.7a:SLB39.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB39	mag	Site VGP, coord system = 100 component: hem	100	3.8	2.4	36.2	183.3	8
1.0880e+03	3.0000e+00	Ma	2.7	295.2	443	47.1	433	47.5243	-90.9226	8	8	0	7.9838	i		This study	Two Island River	SLB39	SLB39.1a:SLB39.2a:SLB39.3a:SLB39.4a:SLB39.5a:SLB39.6a:SLB39.7a:SLB39.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB39	hem	Site VGP, coord system = 100 component: hem	100	3.5	2.3	37.1	182.2	8
1.0880e+03	3.0000e+00	Ma	5.0	297.1	443	36.0	147	47.5243	-90.9224	7	7	0	6.9592	i		This study	Two Island River	SLB40	SLB40.2a:SLB40.3a:SLB40.4a:SLB40.5a:SLB40.6a:SLB40.7a:SLB40.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB40	mag	Site VGP, coord system = 100 component: hem	0	5.8	3.4	32.7	173.3	7
1.0880e+03	3.0000e+00	Ma	4.8	298.6	443	35.1	157	47.5243	-90.9224	7	7	0	6.9618	i		This study	Two Island River	SLB40	SLB40.2a:SLB40.3a:SLB40.4a:SLB40.5a:SLB40.6a:SLB40.7a:SLB40.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB40	hem	Site VGP, coord system = 100 component: hem	0	5.5	3.2	33.3	171.6	7
1.0880e+03	3.0000e+00	Ma	5.0	292.1	443	52.3	147	47.5243	-90.9224	7	7	0	6.9592	i		This study	Two Island River	SLB40	SLB40.2a:SLB40.3a:SLB40.4a:SLB40.5a:SLB40.6a:SLB40.7a:SLB40.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB40	mag	Site VGP, coord system = 100 component: hem	100	6.9	4.7	37.9	188.8	7
1.0880e+03	3.0000e+00	Ma	4.8	294.3	443	51.5	157	47.5243	-90.9224	7	7	0	6.9619	i		This study	Two Island River	SLB40	SLB40.2a:SLB40.3a:SLB40.4a:SLB40.5a:SLB40.6a:SLB40.7a:SLB40.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: SLB40	hem	Site VGP, coord system = 100 component: hem	100	6.5	4.4	38.9	186.6	7
			3.7	281.0		43.1	39			39			38.0289	a		This study	Two Island River	SLB01:SLB02:SLB03:SLB04:SLB05:SLB06:SLB07:SLB09:SLB10:SLB11:SLB12:SLB13:SLB14:SLB15:SLB16:SLB17:SLB18:SLB19:SLB20:SLB21:SLB22:SLB23:SLB24:SLB25:SLB26:SLB27:SLB28:SLB29:SLB30:SLB31:SLB32:SLB33:SLB34:SLB35:SLB36:SLB37:SLB38:SLB39:SLB40			pmagpy-3.2.1		Polarity Average: Polarity A								
			3.7	281.0		43.1	39			39			38.0289	a		This study	Two Island River	SLB01:SLB02:SLB03:SLB04:SLB05:SLB06:SLB07:SLB09:SLB10:SLB11:SLB12:SLB13:SLB14:SLB15:SLB16:SLB17:SLB18:SLB19:SLB20:SLB21:SLB22:SLB23:SLB24:SLB25:SLB26:SLB27:SLB28:SLB29:SLB30:SLB31:SLB32:SLB33:SLB34:SLB35:SLB36:SLB37:SLB38:SLB39:SLB40			pmagpy-3.2.1		Polarity Average: Polarity All								
