tab 	measurements
citations	description	dir_csd	dir_dec	dir_inc	experiment	instrument_codes	location	magic_software_packages	magn_moment	measurement_positions	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_standard	measurement_temp	method_codes	number	quality	sample	site	specimen	treat_ac_field	treat_dc_field	treat_temp
This study		1.5	47.3	-45.4	AP2-4a:LP-DIR-T	hargrave 2016-05-16 18:11:16	Agate Point	pmagpy-3.4.0	4.37E-06	1	7.34E-08	9.34E-08	3.12E-08	u	273	LT-T-Z:LP-DIR-T	14	g	AP2-4	AP2	AP2-4a	0	0	843
This study		1.2	47.8	-45	AP2-4a:LP-DIR-T	hargrave 2016-05-17 14:30:10	Agate Point	pmagpy-3.4.0	3.14E-06	1	3.99E-08	5.55E-08	2.56E-08	u	273	LT-T-Z:LP-DIR-T	15	g	AP2-4	AP2	AP2-4a	0	0	848
This study		1	47.5	-46	AP2-4a:LP-DIR-T	hargrave 2016-05-18 11:21:20	Agate Point	pmagpy-3.4.0	2.28E-06	1	2.89E-08	3.33E-08	1.44E-08	u	273	LT-T-Z:LP-DIR-T	16	g	AP2-4	AP2	AP2-4a	0	0	853
This study		1.6	92.3	-53.9	AP2-5a:LP-DIR-T	hargrave 2016-04-08 16:35:56	Agate Point	pmagpy-3.4.0	1.08E-05	1	2.77E-07	1.36E-07	3.39E-08	u	273	LT-NO:LP-DIR-T	1	g	AP2-5	AP2	AP2-5a	0	0	273
This study		2.3	92.2	-53.5	AP2-5a:LP-DIR-T	hargrave 2016-04-11 16:52:47	Agate Point	pmagpy-3.4.0	1.04E-05	1	3.92E-07	1.27E-07	3.43E-08	u	273	LT-LT-Z:LP-DIR-T	2	g	AP2-5	AP2	AP2-5a	0	0	77
This study		1.1	92.6	-55.8	AP2-5a:LP-DIR-T	hargrave 2016-04-18 09:39:35	Agate Point	pmagpy-3.4.0	1.09E-05	1	1.52E-07	1.47E-07	3.84E-08	u	273	LT-T-Z:LP-DIR-T	3	g	AP2-5	AP2	AP2-5a	0	0	373
This study		0.9	87	-63.9	AP2-5a:LP-DIR-T	hargrave 2016-04-18 16:52:39	Agate Point	pmagpy-3.4.0	1.21E-05	1	1.07E-07	1.71E-07	3.82E-08	u	273	LT-T-Z:LP-DIR-T	4	g	AP2-5	AP2	AP2-5a	0	0	473
This study		1.6	86.8	-65.1	AP2-5a:LP-DIR-T	hargrave 2016-04-19 12:39:09	Agate Point	pmagpy-3.4.0	1.19E-05	1	2.85E-07	1.73E-07	4.94E-08	u	273	LT-T-Z:LP-DIR-T	5	g	AP2-5	AP2	AP2-5a	0	0	573
This study		1.4	85.5	-65.2	AP2-5a:LP-DIR-T	hargrave 2016-04-25 12:16:35	Agate Point	pmagpy-3.4.0	7.45E-06	1	1.32E-07	1.42E-07	5.41E-08	u	273	LT-T-Z:LP-DIR-T	6	g	AP2-5	AP2	AP2-5a	0	0	623
This study		1.6	86.7	-65.8	AP2-5a:LP-DIR-T	hargrave 2016-04-26 09:11:51	Agate Point	pmagpy-3.4.0	6.33E-06	1	1.40E-07	1.16E-07	5.46E-08	u	273	LT-T-Z:LP-DIR-T	7	g	AP2-5	AP2	AP2-5a	0	0	673
This study		1.4	85.1	-66.4	AP2-5a:LP-DIR-T	hargrave 2016-04-26 16:41:40	Agate Point	pmagpy-3.4.0	5.79E-06	1	1.03E-07	1.08E-07	4.93E-08	u	273	LT-T-Z:LP-DIR-T	8	g	AP2-5	AP2	AP2-5a	0	0	723
This study		1.9	84.3	-66.7	AP2-5a:LP-DIR-T	hargrave 2016-05-02 13:35:47	Agate Point	pmagpy-3.4.0	5.48E-06	1	1.58E-07	9.10E-08	1.01E-08	u	273	LT-T-Z:LP-DIR-T	9	g	AP2-5	AP2	AP2-5a	0	0	748
This study		1.6	85.9	-66.7	AP2-5a:LP-DIR-T	hargrave 2016-05-02 19:58:06	Agate Point	pmagpy-3.4.0	5.28E-06	1	1.19E-07	9.48E-08	3.68E-08	u	273	LT-T-Z:LP-DIR-T	10	g	AP2-5	AP2	AP2-5a	0	0	773
This study		1.4	84.3	-66.6	AP2-5a:LP-DIR-T	hargrave 2016-05-03 18:50:57	Agate Point	pmagpy-3.4.0	4.82E-06	1	8.49E-08	8.74E-08	3.28E-08	u	273	LT-T-Z:LP-DIR-T	11	g	AP2-5	AP2	AP2-5a	0	0	798
This study		1.3	82.7	-66.5	AP2-5a:LP-DIR-T	hargrave 2016-05-12 14:33:09	Agate Point	pmagpy-3.4.0	3.99E-06	1	6.37E-08	7.07E-08	2.89E-08	u	273	LT-T-Z:LP-DIR-T	12	g	AP2-5	AP2	AP2-5a	0	0	823
This study		1.8	84.9	-67.4	AP2-5a:LP-DIR-T	hargrave 2016-05-16 12:12:25	Agate Point	pmagpy-3.4.0	3.07E-06	1	8.09E-08	5.56E-08	2.07E-08	u	273	LT-T-Z:LP-DIR-T	13	g	AP2-5	AP2	AP2-5a	0	0	833
This study		1.7	85.4	-68.2	AP2-5a:LP-DIR-T	hargrave 2016-05-16 18:12:49	Agate Point	pmagpy-3.4.0	2.09E-06	1	5.07E-08	3.72E-08	1.57E-08	u	273	LT-T-Z:LP-DIR-T	14	g	AP2-5	AP2	AP2-5a	0	0	843
This study		1.5	82.4	-66.8	AP2-5a:LP-DIR-T	hargrave 2016-05-17 14:32:35	Agate Point	pmagpy-3.4.0	1.60E-06	1	3.16E-08	2.85E-08	1.37E-08	u	273	LT-T-Z:LP-DIR-T	15	g	AP2-5	AP2	AP2-5a	0	0	848
This study		1.5	84.1	-67.9	AP2-5a:LP-DIR-T	hargrave 2016-05-18 11:22:55	Agate Point	pmagpy-3.4.0	1.34E-06	1	2.76E-08	2.31E-08	8.11E-09	u	273	LT-T-Z:LP-DIR-T	16	g	AP2-5	AP2	AP2-5a	0	0	853
This study		1.1	100	-65.8	AP2-6a:LP-DIR-T	hargrave 2016-04-08 16:37:30	Agate Point	pmagpy-3.4.0	1.54E-05	1	1.93E-07	2.29E-07	4.99E-08	u	273	LT-NO:LP-DIR-T	1	g	AP2-6	AP2	AP2-6a	0	0	273
This study		1.2	100.9	-65.6	AP2-6a:LP-DIR-T	hargrave 2016-04-11 16:54:16	Agate Point	pmagpy-3.4.0	1.45E-05	1	2.27E-07	2.31E-07	5.00E-08	u	273	LT-LT-Z:LP-DIR-T	2	g	AP2-6	AP2	AP2-6a	0	0	77
This study		1.1	101.3	-66.5	AP2-6a:LP-DIR-T	hargrave 2016-04-18 09:40:47	Agate Point	pmagpy-3.4.0	1.47E-05	1	1.91E-07	2.22E-07	5.94E-08	u	273	LT-T-Z:LP-DIR-T	3	g	AP2-6	AP2	AP2-6a	0	0	373
This study		1.3	99.8	-70	AP2-6a:LP-DIR-T	hargrave 2016-04-18 16:53:50	Agate Point	pmagpy-3.4.0	1.55E-05	1	2.67E-07	2.35E-07	5.97E-08	u	273	LT-T-Z:LP-DIR-T	4	g	AP2-6	AP2	AP2-6a	0	0	473
This study		1.3	98.9	-70.6	AP2-6a:LP-DIR-T	hargrave 2016-04-19 12:40:20	Agate Point	pmagpy-3.4.0	1.50E-05	1	2.64E-07	2.39E-07	4.80E-08	u	273	LT-T-Z:LP-DIR-T	5	g	AP2-6	AP2	AP2-6a	0	0	573
This study		1.7	97.4	-71.6	AP2-6a:LP-DIR-T	hargrave 2016-04-25 12:19:00	Agate Point	pmagpy-3.4.0	1.10E-05	1	2.46E-07	2.30E-07	8.77E-08	u	273	LT-T-Z:LP-DIR-T	6	g	AP2-6	AP2	AP2-6a	0	0	623
This study		1.5	98.3	-71.9	AP2-6a:LP-DIR-T	hargrave 2016-04-26 09:13:21	Agate Point	pmagpy-3.4.0	1.02E-05	1	1.88E-07	2.00E-07	8.45E-08	u	273	LT-T-Z:LP-DIR-T	7	g	AP2-6	AP2	AP2-6a	0	0	673
This study		1.6	98.1	-71.9	AP2-6a:LP-DIR-T	hargrave 2016-04-26 16:43:10	Agate Point	pmagpy-3.4.0	9.52E-06	1	1.97E-07	1.93E-07	7.83E-08	u	273	LT-T-Z:LP-DIR-T	8	g	AP2-6	AP2	AP2-6a	0	0	723
This study		1.5	98.2	-72	AP2-6a:LP-DIR-T	hargrave 2016-05-02 13:37:17	Agate Point	pmagpy-3.4.0	8.91E-06	1	1.72E-07	1.69E-07	2.02E-08	u	273	LT-T-Z:LP-DIR-T	9	g	AP2-6	AP2	AP2-6a	0	0	748
This study		1.5	96	-72.2	AP2-6a:LP-DIR-T	hargrave 2016-05-02 19:59:36	Agate Point	pmagpy-3.4.0	8.43E-06	1	1.58E-07	1.68E-07	6.01E-08	u	273	LT-T-Z:LP-DIR-T	10	g	AP2-6	AP2	AP2-6a	0	0	773
This study		1.5	97.3	-72.2	AP2-6a:LP-DIR-T	hargrave 2016-05-03 18:52:27	Agate Point	pmagpy-3.4.0	7.53E-06	1	1.41E-07	1.41E-07	5.56E-08	u	273	LT-T-Z:LP-DIR-T	11	g	AP2-6	AP2	AP2-6a	0	0	798
This study		1.7	97.2	-71.9	AP2-6a:LP-DIR-T	hargrave 2016-05-12 14:34:39	Agate Point	pmagpy-3.4.0	5.79E-06	1	1.31E-07	1.16E-07	4.64E-08	u	273	LT-T-Z:LP-DIR-T	12	g	AP2-6	AP2	AP2-6a	0	0	823
This study		1.5	97.8	-72.4	AP2-6a:LP-DIR-T	hargrave 2016-05-16 12:13:54	Agate Point	pmagpy-3.4.0	4.21E-06	1	7.82E-08	8.07E-08	3.37E-08	u	273	LT-T-Z:LP-DIR-T	13	g	AP2-6	AP2	AP2-6a	0	0	833
This study		1.6	99.1	-72.4	AP2-6a:LP-DIR-T	hargrave 2016-05-16 18:14:19	Agate Point	pmagpy-3.4.0	2.88E-06	1	5.88E-08	5.60E-08	2.39E-08	u	273	LT-T-Z:LP-DIR-T	14	g	AP2-6	AP2	AP2-6a	0	0	843
This study		1.6	95.4	-71.9	AP2-6a:LP-DIR-T	hargrave 2016-05-17 14:34:04	Agate Point	pmagpy-3.4.0	2.23E-06	1	4.67E-08	4.42E-08	2.04E-08	u	273	LT-T-Z:LP-DIR-T	15	g	AP2-6	AP2	AP2-6a	0	0	848
This study		1.5	97.1	-72.5	AP2-6a:LP-DIR-T	hargrave 2016-05-18 11:24:28	Agate Point	pmagpy-3.4.0	1.87E-06	1	3.73E-08	3.53E-08	1.43E-08	u	273	LT-T-Z:LP-DIR-T	16	g	AP2-6	AP2	AP2-6a	0	0	853
This study		1.3	118.4	-73.2	AP2-7a:LP-DIR-T	hargrave 2016-04-08 16:38:58	Agate Point	pmagpy-3.4.0	1.12E-05	1	1.99E-07	1.71E-07	5.89E-08	u	273	LT-NO:LP-DIR-T	1	g	AP2-7	AP2	AP2-7a	0	0	273
This study		1.1	119	-72.9	AP2-7a:LP-DIR-T	hargrave 2016-04-11 16:56:34	Agate Point	pmagpy-3.4.0	1.07E-05	1	1.50E-07	1.54E-07	6.20E-08	u	273	LT-LT-Z:LP-DIR-T	2	g	AP2-7	AP2	AP2-7a	0	0	77
This study		1.2	120.8	-73.5	AP2-7a:LP-DIR-T	hargrave 2016-04-18 09:41:56	Agate Point	pmagpy-3.4.0	1.09E-05	1	1.27E-07	1.85E-07	6.67E-08	u	273	LT-T-Z:LP-DIR-T	3	g	AP2-7	AP2	AP2-7a	0	0	373
This study		1.3	113.5	-78.2	AP2-7a:LP-DIR-T	hargrave 2016-04-18 16:55:00	Agate Point	pmagpy-3.4.0	1.16E-05	1	1.56E-07	2.18E-07	7.53E-08	u	273	LT-T-Z:LP-DIR-T	4	g	AP2-7	AP2	AP2-7a	0	0	473
This study		1.6	111.7	-79	AP2-7a:LP-DIR-T	hargrave 2016-04-19 12:41:29	Agate Point	pmagpy-3.4.0	1.13E-05	1	1.55E-07	2.79E-07	6.91E-08	u	273	LT-T-Z:LP-DIR-T	5	g	AP2-7	AP2	AP2-7a	0	0	573
This study		1.7	113.7	-79.2	AP2-7a:LP-DIR-T	hargrave 2016-04-25 12:20:28	Agate Point	pmagpy-3.4.0	7.63E-06	1	1.57E-07	1.72E-07	8.86E-08	u	273	LT-T-Z:LP-DIR-T	6	g	AP2-7	AP2	AP2-7a	0	0	623
This study		1.6	111.8	-79.5	AP2-7a:LP-DIR-T	hargrave 2016-04-26 09:14:49	Agate Point	pmagpy-3.4.0	6.65E-06	1	1.24E-07	1.45E-07	7.94E-08	u	273	LT-T-Z:LP-DIR-T	7	g	AP2-7	AP2	AP2-7a	0	0	673
This study		1.7	112	-78.9	AP2-7a:LP-DIR-T	hargrave 2016-04-26 16:44:38	Agate Point	pmagpy-3.4.0	5.51E-06	1	1.05E-07	1.27E-07	6.12E-08	u	273	LT-T-Z:LP-DIR-T	8	g	AP2-7	AP2	AP2-7a	0	0	723
This study		1.6	111.9	-79.2	AP2-7a:LP-DIR-T	hargrave 2016-05-02 13:38:44	Agate Point	pmagpy-3.4.0	4.87E-06	1	9.06E-08	1.01E-07	2.93E-08	u	273	LT-T-Z:LP-DIR-T	9	g	AP2-7	AP2	AP2-7a	0	0	748
This study		1.5	114.2	-79.6	AP2-7a:LP-DIR-T	hargrave 2016-05-02 20:01:02	Agate Point	pmagpy-3.4.0	4.51E-06	1	8.26E-08	9.17E-08	4.92E-08	u	273	LT-T-Z:LP-DIR-T	10	g	AP2-7	AP2	AP2-7a	0	0	773
This study		1.6	111.1	-79.5	AP2-7a:LP-DIR-T	hargrave 2016-05-03 18:53:55	Agate Point	pmagpy-3.4.0	3.90E-06	1	7.15E-08	7.98E-08	3.61E-08	u	273	LT-T-Z:LP-DIR-T	11	g	AP2-7	AP2	AP2-7a	0	0	798
This study		1.6	109.9	-79.2	AP2-7a:LP-DIR-T	hargrave 2016-05-12 14:36:07	Agate Point	pmagpy-3.4.0	3.29E-06	1	5.98E-08	6.95E-08	3.56E-08	u	273	LT-T-Z:LP-DIR-T	12	g	AP2-7	AP2	AP2-7a	0	0	823
This study		1.5	113.6	-80	AP2-7a:LP-DIR-T	hargrave 2016-05-16 12:15:22	Agate Point	pmagpy-3.4.0	2.59E-06	1	4.80E-08	4.85E-08	2.97E-08	u	273	LT-T-Z:LP-DIR-T	13	g	AP2-7	AP2	AP2-7a	0	0	833
This study		1.5	119.9	-79.5	AP2-7a:LP-DIR-T	hargrave 2016-05-16 18:15:47	Agate Point	pmagpy-3.4.0	1.74E-06	1	3.09E-08	3.44E-08	2.13E-08	u	273	LT-T-Z:LP-DIR-T	14	g	AP2-7	AP2	AP2-7a	0	0	843
This study		1.5	109.1	-79.1	AP2-7a:LP-DIR-T	hargrave 2016-05-17 14:35:31	Agate Point	pmagpy-3.4.0	1.26E-06	1	2.25E-08	2.62E-08	1.59E-08	u	273	LT-T-Z:LP-DIR-T	15	g	AP2-7	AP2	AP2-7a	0	0	848
This study		1.5	120	-79.6	AP2-7a:LP-DIR-T	hargrave 2016-05-18 11:25:57	Agate Point	pmagpy-3.4.0	1.01E-06	1	1.75E-08	2.00E-08	1.10E-08	u	273	LT-T-Z:LP-DIR-T	16	g	AP2-7	AP2	AP2-7a	0	0	853
This study		2.9	342.5	-15.9	AP2-8a:LP-DIR-T	hargrave 2016-04-08 16:40:27	Agate Point	pmagpy-3.4.0	1.43E-05	1	1.26E-07	5.81E-07	3.96E-07	u	273	LT-NO:LP-DIR-T	1	g	AP2-8	AP2	AP2-8a	0	0	273
This study		3	342.3	-16.3	AP2-8a:LP-DIR-T	hargrave 2016-04-11 16:59:47	Agate Point	pmagpy-3.4.0	1.36E-05	1	1.48E-07	5.86E-07	3.79E-07	u	273	LT-LT-Z:LP-DIR-T	2	g	AP2-8	AP2	AP2-8a	0	0	77
This study		3.2	343	-16.8	AP2-8a:LP-DIR-T	hargrave 2016-04-18 09:43:06	Agate Point	pmagpy-3.4.0	1.37E-05	1	1.44E-07	6.38E-07	4.03E-07	u	273	LT-T-Z:LP-DIR-T	3	g	AP2-8	AP2	AP2-8a	0	0	373
This study		1.7	343.7	-19.4	AP2-8a:LP-DIR-T	hargrave 2016-04-18 16:56:09	Agate Point	pmagpy-3.4.0	1.44E-05	1	1.39E-07	1.36E-07	4.02E-07	u	273	LT-T-Z:LP-DIR-T	4	g	AP2-8	AP2	AP2-8a	0	0	473
This study		1.8	344.9	-20.4	AP2-8a:LP-DIR-T	hargrave 2016-04-19 12:42:43	Agate Point	pmagpy-3.4.0	1.44E-05	1	1.37E-07	1.27E-07	4.30E-07	u	273	LT-T-Z:LP-DIR-T	5	g	AP2-8	AP2	AP2-8a	0	0	573
This study		1.7	346.8	-20.5	AP2-8a:LP-DIR-T	hargrave 2016-04-25 12:21:57	Agate Point	pmagpy-3.4.0	1.18E-05	1	1.32E-07	1.62E-07	3.01E-07	u	273	LT-T-Z:LP-DIR-T	6	g	AP2-8	AP2	AP2-8a	0	0	623
This study		1.8	344.9	-20.8	AP2-8a:LP-DIR-T	hargrave 2016-04-26 09:16:18	Agate Point	pmagpy-3.4.0	1.07E-05	1	1.15E-07	1.83E-07	2.71E-07	u	273	LT-T-Z:LP-DIR-T	7	g	AP2-8	AP2	AP2-8a	0	0	673
This study		2.9	345.4	-21.4	AP2-8a:LP-DIR-T	hargrave 2016-04-26 16:46:57	Agate Point	pmagpy-3.4.0	9.60E-06	1	1.12E-07	4.16E-07	2.51E-07	u	273	LT-T-Z:LP-DIR-T	8	g	AP2-8	AP2	AP2-8a	0	0	723
This study		2.1	345.2	-21.5	AP2-8a:LP-DIR-T	hargrave 2016-05-02 13:40:17	Agate Point	pmagpy-3.4.0	8.72E-06	1	1.28E-07	1.06E-07	2.78E-07	u	273	LT-T-Z:LP-DIR-T	9	g	AP2-8	AP2	AP2-8a	0	0	748
This study		1.9	344.7	-22.1	AP2-8a:LP-DIR-T	hargrave 2016-05-02 20:02:35	Agate Point	pmagpy-3.4.0	8.13E-06	1	8.29E-08	1.43E-07	2.22E-07	u	273	LT-T-Z:LP-DIR-T	10	g	AP2-8	AP2	AP2-8a	0	0	773
This study		1.9	347.5	-21.7	AP2-8a:LP-DIR-T	hargrave 2016-05-03 18:55:23	Agate Point	pmagpy-3.4.0	7.17E-06	1	1.04E-07	1.12E-07	1.95E-07	u	273	LT-T-Z:LP-DIR-T	11	g	AP2-8	AP2	AP2-8a	0	0	798
This study		1.9	344.7	-22	AP2-8a:LP-DIR-T	hargrave 2016-05-12 14:37:36	Agate Point	pmagpy-3.4.0	5.83E-06	1	6.47E-08	1.19E-07	1.54E-07	u	273	LT-T-Z:LP-DIR-T	12	g	AP2-8	AP2	AP2-8a	0	0	823
This study		2.4	345.1	-23.3	AP2-8a:LP-DIR-T	hargrave 2016-05-16 12:16:51	Agate Point	pmagpy-3.4.0	4.50E-06	1	4.90E-08	1.46E-07	1.18E-07	u	273	LT-T-Z:LP-DIR-T	13	g	AP2-8	AP2	AP2-8a	0	0	833
This study		2.1	344.9	-24.8	AP2-8a:LP-DIR-T	hargrave 2016-05-16 18:17:13	Agate Point	pmagpy-3.4.0	3.44E-06	1	3.71E-08	8.81E-08	9.17E-08	u	273	LT-T-Z:LP-DIR-T	14	g	AP2-8	AP2	AP2-8a	0	0	843
This study		1.9	344.3	-24.4	AP2-8a:LP-DIR-T	hargrave 2016-05-17 14:37:00	Agate Point	pmagpy-3.4.0	2.91E-06	1	3.15E-08	5.48E-08	7.74E-08	u	273	LT-T-Z:LP-DIR-T	15	g	AP2-8	AP2	AP2-8a	0	0	848
This study		1.8	345.9	-23.6	AP2-8a:LP-DIR-T	hargrave 2016-05-18 11:27:28	Agate Point	pmagpy-3.4.0	2.54E-06	1	3.40E-08	2.84E-08	6.99E-08	u	273	LT-T-Z:LP-DIR-T	16	g	AP2-8	AP2	AP2-8a	0	0	853
This study		0.8	36.5	8.9	AP3-1a:LP-DIR-T	hargrave 2016-04-08 16:42:46	Agate Point	pmagpy-3.4.0	1.30E-05	1	1.02E-07	1.05E-07	1.10E-07	u	273	LT-NO:LP-DIR-T	1	g	AP3-1	AP3	AP3-1a	0	0	273
This study		2.2	33.5	8.5	AP3-1a:LP-DIR-T	hargrave 2016-04-11 17:01:15	Agate Point	pmagpy-3.4.0	1.29E-05	1	2.70E-07	4.08E-07	1.03E-07	u	273	LT-LT-Z:LP-DIR-T	2	g	AP3-1	AP3	AP3-1a	0	0	77
This study		1.7	34.8	7.6	AP3-1a:LP-DIR-T	hargrave 2016-04-18 09:44:16	Agate Point	pmagpy-3.4.0	1.32E-05	1	2.17E-07	3.09E-07	1.12E-07	u	273	LT-T-Z:LP-DIR-T	3	g	AP3-1	AP3	AP3-1a	0	0	373
This study		2.4	34.9	5.8	AP3-1a:LP-DIR-T	hargrave 2016-04-18 16:57:23	Agate Point	pmagpy-3.4.0	1.41E-05	1	3.36E-07	4.61E-07	1.23E-07	u	273	LT-T-Z:LP-DIR-T	4	g	AP3-1	AP3	AP3-1a	0	0	473
This study		2.3	33.3	5.2	AP3-1a:LP-DIR-T	hargrave 2016-04-19 12:44:34	Agate Point	pmagpy-3.4.0	1.28E-05	1	2.71E-07	4.18E-07	1.09E-07	u	273	LT-T-Z:LP-DIR-T	5	g	AP3-1	AP3	AP3-1a	0	0	573
This study		1.2	36.6	5.1	AP3-1a:LP-DIR-T	hargrave 2016-04-25 12:23:25	Agate Point	pmagpy-3.4.0	1.11E-05	1	1.43E-07	1.51E-07	1.30E-07	u	273	LT-T-Z:LP-DIR-T	6	g	AP3-1	AP3	AP3-1a	0	0	623
This study		0.9	34.4	4.9	AP3-1a:LP-DIR-T	hargrave 2016-04-26 09:17:47	Agate Point	pmagpy-3.4.0	9.87E-06	1	9.34E-08	8.28E-08	1.11E-07	u	273	LT-T-Z:LP-DIR-T	7	g	AP3-1	AP3	AP3-1a	0	0	673
This study		1.1	32	4.9	AP3-1a:LP-DIR-T	hargrave 2016-04-26 16:48:26	Agate Point	pmagpy-3.4.0	8.53E-06	1	9.21E-08	1.12E-07	9.15E-08	u	273	LT-T-Z:LP-DIR-T	8	g	AP3-1	AP3	AP3-1a	0	0	723
This study		2	32.7	4.8	AP3-1a:LP-DIR-T	hargrave 2016-05-02 13:41:44	Agate Point	pmagpy-3.4.0	7.66E-06	1	1.31E-07	2.11E-07	8.78E-08	u	273	LT-T-Z:LP-DIR-T	9	g	AP3-1	AP3	AP3-1a	0	0	748
This study		0.8	34.4	5.1	AP3-1a:LP-DIR-T	hargrave 2016-05-02 20:04:03	Agate Point	pmagpy-3.4.0	6.93E-06	1	5.73E-08	4.84E-08	7.15E-08	u	273	LT-T-Z:LP-DIR-T	10	g	AP3-1	AP3	AP3-1a	0	0	773
This study		0.7	35.5	4.9	AP3-1a:LP-DIR-T	hargrave 2016-05-03 18:57:43	Agate Point	pmagpy-3.4.0	5.97E-06	1	4.42E-08	3.69E-08	6.04E-08	u	273	LT-T-Z:LP-DIR-T	11	g	AP3-1	AP3	AP3-1a	0	0	798
This study		3.3	32.1	5.1	AP3-1a:LP-DIR-T	hargrave 2016-05-12 14:39:05	Agate Point	pmagpy-3.4.0	4.55E-06	1	1.42E-07	2.19E-07	4.48E-08	u	273	LT-T-Z:LP-DIR-T	12	g	AP3-1	AP3	AP3-1a	0	0	823
This study		2.2	32.5	5.5	AP3-1a:LP-DIR-T	hargrave 2016-05-16 12:18:19	Agate Point	pmagpy-3.4.0	3.52E-06	1	7.53E-08	1.12E-07	3.51E-08	u	273	LT-T-Z:LP-DIR-T	13	g	AP3-1	AP3	AP3-1a	0	0	833
This study		3.5	34.1	5.4	AP3-1a:LP-DIR-T	hargrave 2016-05-16 18:18:41	Agate Point	pmagpy-3.4.0	2.91E-06	1	9.94E-08	1.45E-07	3.05E-08	u	273	LT-T-Z:LP-DIR-T	14	g	AP3-1	AP3	AP3-1a	0	0	843
This study		3.2	32.3	5.5	AP3-1a:LP-DIR-T	hargrave 2016-05-17 14:38:28	Agate Point	pmagpy-3.4.0	2.51E-06	1	7.58E-08	1.19E-07	2.58E-08	u	273	LT-T-Z:LP-DIR-T	15	g	AP3-1	AP3	AP3-1a	0	0	848
This study		0.9	35.4	5.6	AP3-1a:LP-DIR-T	hargrave 2016-05-18 11:29:00	Agate Point	pmagpy-3.4.0	2.30E-06	1	1.91E-08	2.17E-08	2.47E-08	u	273	LT-T-Z:LP-DIR-T	16	g	AP3-1	AP3	AP3-1a	0	0	853
This study		0.9	24.4	31.2	AP3-2a:LP-DIR-T	hargrave 2016-04-08 16:44:16	Agate Point	pmagpy-3.4.0	1.43E-05	1	1.45E-07	1.41E-07	1.25E-07	u	273	LT-NO:LP-DIR-T	1	g	AP3-2	AP3	AP3-2a	0	0	273
This study		1.6	23.4	30.7	AP3-2a:LP-DIR-T	hargrave 2016-04-11 17:02:44	Agate Point	pmagpy-3.4.0	1.38E-05	1	2.16E-07	2.95E-07	1.31E-07	u	273	LT-LT-Z:LP-DIR-T	2	g	AP3-2	AP3	AP3-2a	0	0	77
This study		2.9	25.9	30.3	AP3-2a:LP-DIR-T	hargrave 2016-04-18 09:45:31	Agate Point	pmagpy-3.4.0	1.39E-05	1	3.56E-07	6.07E-07	1.24E-07	u	273	LT-T-Z:LP-DIR-T	3	g	AP3-2	AP3	AP3-2a	0	0	373
This study		1.3	26.7	29.5	AP3-2a:LP-DIR-T	hargrave 2016-04-18 16:59:19	Agate Point	pmagpy-3.4.0	1.43E-05	1	2.10E-07	2.40E-07	1.24E-07	u	273	LT-T-Z:LP-DIR-T	4	g	AP3-2	AP3	AP3-2a	0	0	473
This study		0.9	24.2	29.3	AP3-2a:LP-DIR-T	hargrave 2016-04-19 12:45:46	Agate Point	pmagpy-3.4.0	1.30E-05	1	1.28E-07	1.21E-07	1.12E-07	u	273	LT-T-Z:LP-DIR-T	5	g	AP3-2	AP3	AP3-2a	0	0	573
This study		1.2	26.6	29.4	AP3-2a:LP-DIR-T	hargrave 2016-04-25 12:25:46	Agate Point	pmagpy-3.4.0	1.18E-05	1	1.62E-07	1.50E-07	1.59E-07	u	273	LT-T-Z:LP-DIR-T	6	g	AP3-2	AP3	AP3-2a	0	0	623
This study		1.3	26.8	29.3	AP3-2a:LP-DIR-T	hargrave 2016-04-26 09:19:17	Agate Point	pmagpy-3.4.0	1.11E-05	1	1.39E-07	1.69E-07	1.41E-07	u	273	LT-T-Z:LP-DIR-T	7	g	AP3-2	AP3	AP3-2a	0	0	673
This study		1.1	25.1	29.3	AP3-2a:LP-DIR-T	hargrave 2016-04-26 16:49:56	Agate Point	pmagpy-3.4.0	1.02E-05	1	1.27E-07	1.04E-07	1.21E-07	u	273	LT-T-Z:LP-DIR-T	8	g	AP3-2	AP3	AP3-2a	0	0	723
This study		1.5	25.7	29.3	AP3-2a:LP-DIR-T	hargrave 2016-05-02 13:43:13	Agate Point	pmagpy-3.4.0	9.47E-06	1	1.36E-07	1.74E-07	1.05E-07	u	273	LT-T-Z:LP-DIR-T	9	g	AP3-2	AP3	AP3-2a	0	0	748
This study		1	25	29.3	AP3-2a:LP-DIR-T	hargrave 2016-05-02 20:05:33	Agate Point	pmagpy-3.4.0	8.67E-06	1	1.05E-07	1.01E-07	9.48E-08	u	273	LT-T-Z:LP-DIR-T	10	g	AP3-2	AP3	AP3-2a	0	0	773
This study		1	24.5	29.4	AP3-2a:LP-DIR-T	hargrave 2016-05-03 18:59:12	Agate Point	pmagpy-3.4.0	7.11E-06	1	7.70E-08	7.00E-08	7.76E-08	u	273	LT-T-Z:LP-DIR-T	11	g	AP3-2	AP3	AP3-2a	0	0	798
This study		1.1	25	29.3	AP3-2a:LP-DIR-T	hargrave 2016-05-12 14:40:35	Agate Point	pmagpy-3.4.0	4.91E-06	1	6.26E-08	5.61E-08	5.57E-08	u	273	LT-T-Z:LP-DIR-T	12	g	AP3-2	AP3	AP3-2a	0	0	823
